graph_name,vertices,edges,dat_file,dat_file_s_id,tokens,independent_sets,reconfiguration_sequence_length,pw_opt,pw_heur,pw_orig,cpu_time_opt,cpu_time_heur,cpu_time_orig,wallclock_time_opt,wallclock_time_heur,wallclock_time_orig,max_memory_opt,max_memory_heur,max_memory_orig,zdd_time_opt,zdd_time_heur,zdd_time_orig,zdd_size_opt,zdd_size_heur,zdd_size_orig,solved?_opt,solved?_heur,solved?_orig,error_opt,error_heur,error_orig,cpu_time_opt_preprocess,cpu_time_heur_preprocess,wallclock_time_opt_preprocess,wallclock_time_heur_preprocess,max_memory_opt_preprocess,max_memory_heur_preprocess,solved?_opt_preprocess,solved?_heur_preprocess
1-FullIns_3,30,100,1-FullIns_3_01,0,14,83039,1,11,13,14,0.01,0.01,0.01,0.02,0.01,0.01,31988,31992,31984,0.004345,0.003533,0.003457,546,333,664,1,1,1,,,,1.88,1.94,1.82,1.83,4790508,4799224,1,1
1-FullIns_3,30,100,1-FullIns_3_02,1,13,83039,4,11,13,14,0.01,0.0,0.0,0.01,0.01,0.01,31988,31988,31988,0.004267,0.003525,0.003477,546,333,664,1,1,1,,,,1.88,1.94,1.82,1.83,4790508,4799224,1,1
1-FullIns_4,93,593,1-FullIns_4_01,2,45,343142930930159,1,32,35,45,136.7,62.49,30.89,136.98,62.63,30.96,8572560,4283404,1225780,136.820223,62.352089,30.359912,395153,793894,2015949,1,1,1,,,,71.75,2.01,65.42,1.82,58548768,4799792,1,1
1-FullIns_4,93,593,1-FullIns_4_02,3,44,343142930930159,4,32,35,45,136.37,62.53,30.85,136.63,62.67,30.92,8543824,4283404,1225272,136.454836,62.388454,30.324036,395153,793894,2015949,1,1,1,,,,71.75,2.01,65.42,1.82,58548768,4799792,1,1
1-FullIns_5,282,3247,1-FullIns_5_01,4,139,,,,102,139,,1796.2101,1796.65,,1800.27,1800.43,,85702968,144078976,,,,,,,0,0,0,,,,,2.36,,1.92,,4824736,0,1
1-FullIns_5,282,3247,1-FullIns_5_02,5,138,,,,102,139,,1796.1,1796.6299,,1800.23,1800.43,,71879572,144472452,,,,,,,0,0,0,,,,,2.36,,1.92,,4824736,0,1
1-Insertions_4,67,232,1-Insertions_4_01,6,32,232007606571,3,21,24,31,0.37,10.450001,6.2999997,0.38,10.48,6.32,70428,573836,305560,0.365989,10.373061,6.123946,20258,310776,761556,1,1,1,,,,25.22,1.96,24.11,1.84,32657024,4797144,1,1
1-Insertions_4,67,232,1-Insertions_4_02,7,31,232007606571,7,21,24,31,0.39000002,10.47,6.29,0.4,10.5,6.31,70784,574496,304968,0.366127,10.386893,6.106785,20258,310776,761556,1,1,1,,,,25.22,1.96,24.11,1.84,32657024,4797144,1,1
1-Insertions_5,202,1227,1-Insertions_5_01,8,99,,,,70,98,,1796.45,1796.73,,1800.4,1800.42,,134404000,141447228,,,,,,,0,0,0,,,,,2.2,,1.86,,4810592,0,1
1-Insertions_5,202,1227,1-Insertions_5_02,9,98,,,,70,98,,1796.36,1796.75,,1800.4,1800.42,,134433012,141141728,,,,,,,0,0,0,,,,,2.2,,1.86,,4810592,0,1
1-Insertions_6,607,6337,1-Insertions_6_01,10,301,,,,206,300,,1795.77,1796.61,,1800.45,1800.47,,130704336,144974316,,,,,,,0,0,0,,,,,2.68,,2.01,,4910160,0,1
1-Insertions_6,607,6337,1-Insertions_6_02,11,300,,,,206,300,,1795.83,1796.6599,,1800.44,1800.47,,132191184,145354604,,,,,,,0,0,0,,,,,2.68,,2.01,,4910160,0,1
2-FullIns_3,52,201,2-FullIns_3_01,12,24,209515460,2,15,21,19,0.02,0.07,0.02,0.03,0.07,0.03,33012,33012,34036,0.022158,0.059735,0.019822,4914,7572,7040,1,1,1,,,,2.22,1.95,1.94,1.83,4907736,4796192,1,1
2-FullIns_3,52,201,2-FullIns_3_02,13,24,209515460,2,15,21,19,0.03,0.07,0.03,0.03,0.07,0.03,33016,33012,34036,0.022314,0.060555,0.019765,4914,7572,7040,1,1,1,,,,2.22,1.95,1.94,1.83,4907736,4796192,1,1
2-FullIns_4,212,1621,2-FullIns_4_01,14,104,,,,66,73,,1796.58,1796.7101,,1800.21,1800.41,,72852956,138667980,,,,,,,0,0,0,,,,,2.21,,1.86,,4813756,0,1
2-FullIns_4,212,1621,2-FullIns_4_02,15,104,,,,66,73,,1796.5901,1796.6799,,1800.22,1800.41,,72852948,138667980,,,,,,,0,0,0,,,,,2.21,,1.86,,4813756,0,1
2-FullIns_5,852,12201,2-FullIns_5_01,16,424,,,,228,287,,1795.9299,1796.42,,1800.45,1800.47,,132485132,147123148,,,,,,,0,0,0,,,,,3.2,,2.15,,5030000,0,1
2-FullIns_5,852,12201,2-FullIns_5_02,17,424,,,,228,287,,1795.87,1796.4299,,1800.44,1800.47,,134337060,148499476,,,,,,,0,0,0,,,,,3.2,,2.15,,5030000,0,1
2-Insertions_3,37,72,2-Insertions_3_01,18,17,6031508,5,9,10,11,0.01,0.01,0.01,0.02,0.02,0.02,31760,31988,33012,0.004266,0.003668,0.003886,1128,1178,2498,1,1,1,,,,1.98,1.94,1.86,1.83,4842920,4794088,1,1
2-Insertions_3,37,72,2-Insertions_3_02,19,17,6031508,5,9,10,11,0.01,0.0,0.01,0.02,0.01,0.01,31988,31984,31988,0.004204,0.003684,0.003874,1128,1178,2498,1,1,1,,,,1.98,1.94,1.86,1.83,4842920,4794088,1,1
2-Insertions_4,149,541,2-Insertions_4_01,20,73,,,,39,48,,1796.6499,1796.64,,1800.21,1800.21,,71240356,71407144,,,,,,,0,0,0,,,,,2.1,,1.88,,4804904,0,1
2-Insertions_4,149,541,2-Insertions_4_02,21,73,,,,39,48,,1796.61,1796.64,,1800.21,1800.21,,71897500,71407144,,,,,,,0,0,0,,,,,2.1,,1.88,,4804904,0,1
2-Insertions_5,597,3936,2-Insertions_5_01,22,297,,,,152,197,,19189.578,19189.281,,19231.0,19230.0,,1095617664,1116909004,,,,,,,0,0,0,,,,,2.46,,2.0,,4884352,0,1
2-Insertions_5,597,3936,2-Insertions_5_02,23,297,,,,152,197,,19190.35,19192.75,,19231.0,19230.0,,1095617656,1115338568,,,,,,,0,0,0,,,,,2.46,,2.0,,4884352,0,1
3-FullIns_3,80,346,3-FullIns_3_01,24,37,4560332427351,4,20,31,24,0.55999994,16.949999,0.2,0.57,16.99,0.2,74336,1119920,37108,0.546843,16.9204,0.176893,41456,211602,61729,1,1,1,,,,8.219999999999999,1.99,7.27,1.84,11648236,4795152,1,1
3-FullIns_3,80,346,3-FullIns_3_02,25,36,4560332427351,7,20,31,24,0.55999994,16.880001,0.2,0.57,16.92,0.21,74216,1117420,38132,0.53951,16.839795,0.17678,41456,211602,61729,1,1,1,,,,8.219999999999999,1.99,7.27,1.84,11648236,4795152,1,1
3-FullIns_4,405,3524,3-FullIns_4_01,26,198,,,,103,107,,1796.61,1796.66,,1800.4,1800.41,,135947560,139927484,,,,,,,0,0,0,,,,,2.37,,1.92,,4838644,0,1
3-FullIns_4,405,3524,3-FullIns_4_02,27,197,,,,103,107,,1796.59,1796.62,,1800.41,1800.42,,137426172,139500872,,,,,,,0,0,0,,,,,2.37,,1.92,,4838644,0,1
3-FullIns_5,2030,33751,3-FullIns_5_01,28,1009,,,,431,515,,1795.95,1796.3401,,1800.54,1800.52,,138933772,150304544,,,,,,,0,0,0,,,,,4.35,,3.23,,6654792,0,1
3-FullIns_5,2030,33751,3-FullIns_5_02,29,1008,,,,431,515,,1796.0,1796.31,,1800.54,1800.53,,138940692,150156872,,,,,,,0,0,0,,,,,4.35,,3.23,,6654792,0,1
3-Insertions_3,56,110,3-Insertions_3_01,30,27,16999974125,5,11,12,13,0.03,0.01,0.02,0.03,0.02,0.03,34036,33012,34036,0.014666,0.010991,0.014064,5841,5090,13124,1,1,1,,,,3.22,1.96,2.46,1.84,5520996,4797096,1,1
3-Insertions_3,56,110,3-Insertions_3_02,31,26,16999974125,11,11,12,13,0.03,0.02,0.03,0.04,0.03,0.04,34040,34036,34036,0.014703,0.01106,0.013993,5841,5090,13124,1,1,1,,,,3.22,1.96,2.46,1.84,5520996,4797096,1,1
3-Insertions_4,281,1046,3-Insertions_4_01,32,139,,,,58,69,,1796.59,1796.77,,1800.39,1800.4,,133841144,137378876,,,,,,,0,0,0,,,,,2.23,,1.88,,4820504,0,1
3-Insertions_4,281,1046,3-Insertions_4_02,33,138,,,,58,69,,1796.59,1796.73,,1800.39,1800.4,,133944068,137489912,,,,,,,0,0,0,,,,,2.23,,1.88,,4820504,0,1
3-Insertions_5,1406,9695,3-Insertions_5_01,34,701,,,,284,350,,1795.59,1796.3501,,1800.45,1800.48,,133333276,144812420,,,,,,,0,0,0,,,,,3.44,,2.39,,5446724,0,1
3-Insertions_5,1406,9695,3-Insertions_5_02,35,700,,,,284,350,,1795.8201,1796.42,,1800.47,1800.48,,133311492,144665176,,,,,,,0,0,0,,,,,3.44,,2.39,,5446724,0,1
4-FullIns_3,114,541,4-FullIns_3_01,36,55,767186184427266378,1,24,43,29,2.88,6881.6997,3.6000001,2.89,6895.0,3.62,281144,297155336,284796,2.817333,6891.842638,3.496924,255177,8867288,491999,1,1,1,,,,187.92,2.07,167.86,1.86,59174828,4803572,1,1
4-FullIns_3,114,541,4-FullIns_3_02,37,54,767186184427266378,3,24,43,29,2.87,6770.64,3.58,2.89,6784.0,3.6,281320,297157000,285740,2.811822,6780.568029,3.469938,255177,8867288,491999,1,1,1,,,,187.92,2.07,167.86,1.86,59174828,4803572,1,1
4-FullIns_4,690,6650,4-FullIns_4_01,38,343,,,,148,147,,19188.23,19191.451,,19226.0,19229.0,,1076038056,1094596428,,,,,,,0,0,0,,,,,2.65,,2.04,,4917388,0,1
4-FullIns_4,690,6650,4-FullIns_4_02,39,342,,,,148,147,,19188.09,19191.15,,19226.0,19228.0,,1075973448,1094540432,,,,,,,0,0,0,,,,,2.65,,2.04,,4917388,0,1
4-FullIns_5,4146,77305,4-FullIns_5_01,40,2070,,,,728,841,,1795.78,1796.38,,1800.45,1800.66,,77782244,174378160,,,,,,,0,0,0,,,,,10.739999999999998,,9.51,,18329352,0,1
4-FullIns_5,4146,77305,4-FullIns_5_02,41,2070,,,,728,841,,1795.79,1796.25,,1800.45,1800.58,,77782552,147296368,,,,,,,0,0,0,,,,,10.739999999999998,,9.51,,18329352,0,1
4-Insertions_3,79,156,4-Insertions_3_01,42,38,245227225296269,7,13,14,15,0.08,0.049999997,0.07,0.08,0.05,0.08,34036,35060,35060,0.051801,0.032149,0.056177,27622,19853,61780,1,1,1,,,,17.06,1.95,15.59,1.83,23683116,4796232,1,1
4-Insertions_3,79,156,4-Insertions_3_02,43,38,245227225296269,7,13,14,15,0.08,0.049999997,0.07,0.08,0.05,0.08,34036,34036,35060,0.051763,0.032357,0.056241,27622,19853,61780,1,1,1,,,,17.06,1.95,15.59,1.83,23683116,4796232,1,1
4-Insertions_4,475,1795,4-Insertions_4_01,44,236,,,,81,94,,19190.67,19191.51,,19228.0,19230.0,,1066209736,1077409216,,,,,,,0,0,0,,,,,2.32,,1.93,,4848660,0,1
4-Insertions_4,475,1795,4-Insertions_4_02,45,236,,,,81,94,,9589.99,9591.35,,9609.0,9610.0,,559026644,544864844,,,,,,,0,0,0,,,,,2.32,,1.93,,4848660,0,1
5-FullIns_3,154,792,5-FullIns_3_01,46,72,958445790577822897653308,5,,57,34,,1796.59,65.71,,1800.22,65.84,,74170468,2404292,,,64.908064,,,3508485,0,0,1,,,,,2.08,,1.85,,4803792,0,1
5-FullIns_3,154,792,5-FullIns_3_02,47,71,958445790577822897653308,9,,57,34,,1796.61,66.47,,1800.22,66.61,,74170076,2404056,,,65.643867,,,3508485,0,0,1,,,,,2.08,,1.85,,4803792,0,1
5-FullIns_4,1085,11395,5-FullIns_4_01,48,535,,,,200,193,,1796.29,1796.49,,1800.42,1800.44,,137742124,141946024,,,,,,,0,0,0,,,,,3.3600000000000003,,2.25,,5171812,0,1
5-FullIns_4,1085,11395,5-FullIns_4_02,49,534,,,,200,193,,1796.42,1796.5,,1800.41,1800.43,,136383848,142007660,,,,,,,0,0,0,,,,,3.3600000000000003,,2.25,,5171812,0,1
DSJC1000.1,1000,49629,DSJC1000.1_01,50,66,,,,883,947,,1796.61,1796.84,,1800.52,1800.6,,134725872,147972764,,,,,,,0,0,0,,,,,3.58,,2.52,,5120440,0,1
DSJC1000.1,1000,49629,DSJC1000.1_02,51,66,,,,883,947,,1796.62,1796.88,,1800.51,1800.64,,134824200,147972760,,,,,,,0,0,0,,,,,3.58,,2.52,,5120440,0,1
DSJC1000.5,1000,249826,DSJC1000.5_01,52,14,,,,975,989,,1796.23,1796.25,,1800.54,1800.59,,134684080,147588620,,,,,,,0,0,0,,,,,7.689999999999999,,6.48,,5504608,0,1
DSJC1000.5,1000,249826,DSJC1000.5_02,53,13,,,,975,989,,1796.1799,1796.38,,1800.51,1800.6,,134851836,147891740,,,,,,,0,0,0,,,,,7.689999999999999,,6.48,,5504608,0,1
DSJC1000.9,1000,449449,DSJC1000.9_01,54,5,,,990,992,997,9589.74,9590.75,9590.29,9609.0,9610.0,9610.0,565953380,564172088,572996868,,,,,,,0,0,0,,,,99.16,13.74,83.88,12.67,58598376,5891132,1,1
DSJC1000.9,1000,449449,DSJC1000.9_02,55,5,,,990,992,997,9589.84,9589.48,9590.3,9609.0,9609.0,9610.0,567165412,568265324,573358780,,,,,,,0,0,0,,,,99.16,13.74,83.88,12.67,58598376,5891132,1,1
DSJC125.1,125,736,DSJC125.1_01,56,34,,,,66,91,,1796.5299,1796.7301,,1800.22,1800.4,,73052580,135250460,,,,,,,0,0,0,,,,,2.08,,1.85,,4803608,0,1
DSJC125.1,125,736,DSJC125.1_02,57,33,,,,66,91,,1796.55,1796.75,,1800.22,1800.4,,73052584,135315420,,,,,,,0,0,0,,,,,2.08,,1.85,,4803608,0,1
DSJC125.5,125,3891,DSJC125.5_01,58,9,537509,11,108,110,119,1011.77,971.13,895.58,1013.9,973.21,897.49,70347032,70208804,72016168,1013.609322,972.916232,897.187428,97315,94405,115590,1,1,1,,,,12.04,2.18,10.16,1.87,14276840,4825124,1,1
DSJC125.5,125,3891,DSJC125.5_02,59,9,537509,10,108,110,119,1023.47,972.25,903.59,1025.64,974.35,905.51,70348840,70208616,72016088,1025.351307,974.060775,905.199322,97315,94405,115590,1,1,1,,,,12.04,2.18,10.16,1.87,14276840,4825124,1,1
DSJC125.9,125,6961,DSJC125.9_01,60,4,1250,1,119,119,123,6.59,6.63,6.53,6.61,6.66,6.54,595900,595900,594776,6.56042,6.608483,6.495504,888,888,912,1,1,1,,,,2.27,2.41,1.89,1.9,4827688,4832592,1,1
DSJC125.9,125,6961,DSJC125.9_02,61,3,1250,12,119,119,123,6.66,6.61,6.5800004,6.68,6.63,6.59,599496,595896,595280,6.59939,6.555217,6.480987,888,888,912,1,1,1,,,,2.27,2.41,1.89,1.9,4827688,4832592,1,1
DSJC250.1,250,3218,DSJC250.1_01,62,44,,,,174,212,,1796.53,1796.65,,1800.41,1800.46,,135061036,143138588,,,,,,,0,0,0,,,,,2.27,,1.91,,4815988,0,1
DSJC250.1,250,3218,DSJC250.1_02,63,43,,,,174,212,,1796.53,1796.6599,,1800.41,1800.46,,135061952,143138588,,,,,,,0,0,0,,,,,2.27,,1.91,,4815988,0,1
DSJC250.5,250,15668,DSJC250.5_01,64,11,,,,232,242,,1796.11,1796.2201,,1800.41,1800.45,,134462000,143708408,,,,,,,0,0,0,,,,,2.77,,1.96,,4864228,0,1
DSJC250.5,250,15668,DSJC250.5_02,65,11,,,,232,242,,1796.1901,1796.31,,1800.41,1800.45,,134487648,143420280,,,,,,,0,0,0,,,,,2.77,,1.96,,4864228,0,1
DSJC250.9,250,27897,DSJC250.9_01,66,4,6556,5,243,243,246,325.63,329.44,325.2,326.29,330.15,325.91,34930444,34930408,34971884,326.024911,329.85989,325.619325,4295,4295,4319,1,1,1,,,,3.13,2.85,2.12,2.0,5004716,4891920,1,1
DSJC250.9,250,27897,DSJC250.9_02,67,4,6556,5,243,243,246,326.84003,329.49,324.46,327.51,330.18,325.14,35018652,35018580,35050200,327.250182,329.8903,324.852823,4295,4295,4319,1,1,1,,,,3.13,2.85,2.12,2.0,5004716,4891920,1,1
DSJC500.1,500,12458,DSJC500.1_01,68,57,,,,405,457,,9589.22,9591.71,,9608.0,9609.0,,541480736,569462552,,,,,,,0,0,0,,,,,2.95,,2.03,,4894524,0,1
DSJC500.1,500,12458,DSJC500.1_02,69,56,,,,405,457,,9590.439,9591.65,,9609.0,9609.0,,540981676,569578924,,,,,,,0,0,0,,,,,2.95,,2.03,,4894524,0,1
DSJC500.5,500,62624,DSJC500.5_01,70,12,,,,479,491,,1796.1101,1796.27,,1800.44,1800.51,,133900380,146152256,,,,,,,0,0,0,,,,,3.4000000000000004,,2.44,,4982656,0,1
DSJC500.5,500,62624,DSJC500.5_02,71,12,,,,479,491,,1796.0901,1796.17,,1800.44,1800.5,,134032956,145757912,,,,,,,0,0,0,,,,,3.4000000000000004,,2.44,,4982656,0,1
DSJC500.9,500,112437,DSJC500.9_01,72,4,,,492,492,496,9590.87,9590.46,9590.75,9609.0,9609.0,9609.0,563907060,563248380,564661204,,,,,,,0,0,0,,,,7.390000000000001,3.68,5.37,2.56,10086224,5093892,1,1
DSJC500.9,500,112437,DSJC500.9_02,73,4,,,492,492,496,9589.94,9591.41,9590.71,9609.0,9610.0,9609.0,563907276,562462452,564923352,,,,,,,0,0,0,,,,7.390000000000001,3.68,5.37,2.56,10086224,5093892,1,1
DSJR500.1,500,3555,DSJR500.1_01,74,82,,,,57,395,,1796.42,1796.83,,1800.41,1800.49,,138117672,144223816,,,,,,,0,0,0,,,,,2.37,,1.95,,4849796,0,1
DSJR500.1,500,3555,DSJR500.1_02,75,81,,,,57,395,,1796.3301,1796.8301,,1800.41,1800.49,,137998844,144223812,,,,,,,0,0,0,,,,,2.37,,1.95,,4849796,0,1
DSJR500.1c,500,121275,DSJR500.1c_01,76,13,94552,1,485,485,496,1227.8301,1229.91,1471.3201,1230.4,1232.59,1474.54,137670248,137670164,140541336,1229.303251,1231.452335,1473.377226,4653,4653,4948,1,1,1,,,,3.93,3.810000000000001,2.72,2.68,5235400,5115668,1,1
DSJR500.1c,500,121275,DSJR500.1c_02,77,12,94552,4,485,485,496,1227.53,1228.22,1473.89,1230.27,1230.9,1477.06,137895076,137896732,140428340,1229.116011,1229.74449,1475.896296,4653,4653,4948,1,1,1,,,,3.93,3.810000000000001,2.72,2.68,5235400,5115668,1,1
DSJR500.5,500,58862,DSJR500.5_01,78,7,,,246,252,493,9586.199,9587.399,9590.44,9607.0,9609.0,9609.0,537440828,537324564,567221488,,,,,,,0,0,0,,,,70.3,3.38,65.81,2.28,58505384,4993328,1,1
DSJR500.5,500,58862,DSJR500.5_02,79,6,,,246,252,493,9586.25,9586.189,9590.57,9607.0,9607.0,9609.0,537440824,537979948,567969420,,,,,,,0,0,0,,,,70.3,3.38,65.81,2.28,58505384,4993328,1,1
anna,138,493,anna_01,80,80,246319342336314321386707353600,20,,21,61,,2.6999998,2914.3,,2.7,2919.95,,275748,151400368,,2.362756,2834.490639,,11785,240778360,0,1,1,,,,,2.07,,1.86,,4803508,0,1
anna,138,493,anna_02,81,79,246319342336314321386707353600,23,,21,61,,2.7800002,3184.51,,2.79,3190.68,,276020,151400524,,2.356662,2828.820609,,11785,240778360,0,1,1,,,,,2.07,,1.86,,4803508,0,1
ash331GPIA,662,4181,ash331GPIA_01,82,228,,,,115,102,,1796.8201,1796.42,,1800.39,1800.41,,132473720,139254696,,,,,,,0,0,0,,,,,2.45,,2.0,,4907084,0,1
ash331GPIA,662,4181,ash331GPIA_02,83,228,,,,115,102,,1796.8201,1796.4299,,1800.39,1800.41,,132474340,139191844,,,,,,,0,0,0,,,,,2.45,,2.0,,4907084,0,1
ash608GPIA,1216,7844,ash608GPIA_01,84,423,,,,109,170,,1796.75,1796.0599,,1800.39,1800.4,,134149004,137974752,,,,,,,0,0,0,,,,,3.35,,2.32,,5361052,0,1
ash608GPIA,1216,7844,ash608GPIA_02,85,422,,,,109,170,,1796.75,1796.09,,1800.39,1800.4,,134107368,137932228,,,,,,,0,0,0,,,,,3.35,,2.32,,5361052,0,1
ash958GPIA,1916,12506,ash958GPIA_01,86,662,,,,137,172,,1796.76,1795.92,,1800.41,1800.41,,136748832,141566012,,,,,,,0,0,0,,,,,4.0,,2.91,,6482308,0,1
ash958GPIA,1916,12506,ash958GPIA_02,87,661,,,,137,172,,1796.7401,1795.96,,1800.41,1800.41,,137472872,140872156,,,,,,,0,0,0,,,,,4.0,,2.91,,6482308,0,1
david,87,406,david_01,88,36,1233653689761797,13,13,18,53,0.1,0.13,59.22,0.11,0.14,59.34,35060,36084,4357164,0.067278,0.094082,55.659158,857,1476,5193482,1,1,1,,,,4.35,2.0,3.44,1.82,6702324,4800632,1,1
david,87,406,david_02,89,35,1233653689761797,15,13,18,53,0.12,0.16000001,93.07,0.12,0.16,93.28,35060,36084,4673140,0.06716,0.093717,55.339795,857,1476,5193482,1,1,1,,,,4.35,2.0,3.44,1.82,6702324,4800632,1,1
games120,120,638,games120_01,90,22,30467298966717,12,32,46,91,638.75,5322.04,9589.18,639.97,5333.0,9607.0,34584012,288048884,541137032,639.510579,5330.068491,,804613,5409598,,1,1,0,,,,116.73,2.08,102.32,1.86,58817300,4803568,1,1
games120,120,638,games120_02,91,21,30467298966717,39,32,46,91,847.58997,5728.87,9589.28,849.24,5741.0,9608.0,36375948,290974448,541137036,638.086617,5327.94848,,804613,5409598,,1,1,0,,,,116.73,2.08,102.32,1.86,58817300,4803568,1,1
huck,74,301,huck_01,92,27,1537558481760,11,10,16,48,0.03,0.060000002,1.15,0.04,0.07,1.16,34036,34036,153020,0.019919,0.036402,0.65318,234,903,128070,1,1,1,,,,3.56,1.98,2.66,1.83,5666792,4797160,1,1
huck,74,301,huck_02,93,26,1537558481760,12,10,16,48,0.04,0.06,5.79,0.05,0.07,5.81,33012,35060,286536,0.019703,0.03649,0.64689,234,903,128070,1,1,1,,,,3.56,1.98,2.66,1.83,5666792,4797160,1,1
latin_square_10,900,307350,latin_square_10_01,94,9,,,851,851,891,9589.37,9589.54,9592.05,9609.0,9608.0,9611.0,559347012,559706984,574298056,,,,,,,0,0,0,,,,1483.17,9.0,1391.71,7.97,147924384,5586976,1,1
latin_square_10,900,307350,latin_square_10_02,95,9,,,851,851,891,9589.31,9589.62,9591.4,9608.0,9608.0,9609.0,559576156,560100472,576982300,,,,,,,0,0,0,,,,1483.17,9.0,1391.71,7.97,147924384,5586976,1,1
le450_15a,450,8168,le450_15a_01,96,75,,,,284,386,,9589.26,9591.22,,9608.0,9609.0,,542360768,561560792,,,,,,,0,0,0,,,,,2.87,,1.96,,4881848,0,1
le450_15a,450,8168,le450_15a_02,97,74,,,,284,386,,9590.68,9591.0205,,9609.0,9609.0,,542151728,562082692,,,,,,,0,0,0,,,,,2.87,,1.96,,4881848,0,1
le450_15b,450,8169,le450_15b_01,98,78,,,,281,381,,9590.42,9590.98,,9609.0,9609.0,,539035680,563962660,,,,,,,0,0,0,,,,,2.84,,1.96,,4876928,0,1
le450_15b,450,8169,le450_15b_02,99,77,,,,281,381,,9590.68,9590.86,,9609.0,9609.0,,541394980,563962660,,,,,,,0,0,0,,,,,2.84,,1.96,,4876928,0,1
le450_15c,450,16680,le450_15c_01,100,41,,,,358,420,,1796.45,1796.27,,1800.44,1800.48,,133762124,144213416,,,,,,,0,0,0,,,,,2.94,,2.0,,4893128,0,1
le450_15c,450,16680,le450_15c_02,101,40,,,,358,420,,1796.52,1796.26,,1800.45,1800.48,,133730392,144215276,,,,,,,0,0,0,,,,,2.94,,2.0,,4893128,0,1
le450_15d,450,16750,le450_15d_01,102,40,,,,362,419,,9590.05,9590.69,,9608.0,9609.0,,537187052,564100868,,,,,,,0,0,0,,,,,2.94,,2.03,,4896700,0,1
le450_15d,450,16750,le450_15d_02,103,40,,,,362,419,,9588.75,9590.72,,9607.0,9609.0,,538202836,564100868,,,,,,,0,0,0,,,,,2.94,,2.03,,4896700,0,1
le450_25a,450,8260,le450_25a_01,104,91,,,,244,360,,1796.63,1796.3999,,1800.41,1800.48,,134597748,144566636,,,,,,,0,0,0,,,,,2.85,,1.98,,4881824,0,1
le450_25a,450,8260,le450_25a_02,105,90,,,,244,360,,1796.72,1796.41,,1800.4,1800.45,,134697120,144532184,,,,,,,0,0,0,,,,,2.85,,1.98,,4881824,0,1
le450_25b,450,8263,le450_25b_01,106,78,,,,253,361,,1796.62,1796.3099,,1800.41,1800.48,,134137676,145666136,,,,,,,0,0,0,,,,,2.9,,2.0,,4882628,0,1
le450_25b,450,8263,le450_25b_02,107,77,,,,253,361,,1796.63,1796.25,,1800.41,1800.48,,134131492,144674404,,,,,,,0,0,0,,,,,2.9,,2.0,,4882628,0,1
le450_25c,450,17343,le450_25c_01,108,47,,,,327,411,,9589.06,9590.88,,9607.0,9609.0,,543120952,566527348,,,,,,,0,0,0,,,,,2.99,,2.03,,4899144,0,1
le450_25c,450,17343,le450_25c_02,109,46,,,,327,411,,9590.25,9592.16,,9609.0,9610.0,,542943880,565565432,,,,,,,0,0,0,,,,,2.99,,2.03,,4899144,0,1
le450_25d,450,17425,le450_25d_01,110,43,,,,344,416,,9590.79,9591.0,,9609.0,9609.0,,552270744,565802128,,,,,,,0,0,0,,,,,2.98,,2.04,,4893856,0,1
le450_25d,450,17425,le450_25d_02,111,42,,,,344,416,,9591.011,9592.15,,9609.0,9610.0,,553067940,564261696,,,,,,,0,0,0,,,,,2.98,,2.04,,4893856,0,1
le450_5a,450,5714,le450_5a_01,112,89,,,,246,384,,9590.359,9592.8,,9609.0,9610.0,,549999136,566403460,,,,,,,0,0,0,,,,,2.53,,1.97,,4877832,0,1
le450_5a,450,5714,le450_5a_02,113,89,,,,246,384,,9589.18,9592.72,,9608.0,9610.0,,550195776,566403488,,,,,,,0,0,0,,,,,2.53,,1.97,,4877832,0,1
le450_5b,450,5734,le450_5b_01,114,89,,,,266,382,,9588.6,9592.2,,9607.0,9610.0,,545295444,562996600,,,,,,,0,0,0,,,,,2.39,,1.95,,4851716,0,1
le450_5b,450,5734,le450_5b_02,115,89,,,,266,382,,9589.62,9590.859,,9609.0,9608.0,,544967276,562995948,,,,,,,0,0,0,,,,,2.39,,1.95,,4851716,0,1
le450_5c,450,9803,le450_5c_01,116,89,,,,274,402,,1796.32,1796.34,,1800.45,1800.48,,136995796,143999760,,,,,,,0,0,0,,,,,2.88,,2.0,,4880212,0,1
le450_5c,450,9803,le450_5c_02,117,89,,,,274,402,,1796.31,1796.34,,1800.46,1800.48,,136995796,143968328,,,,,,,0,0,0,,,,,2.88,,2.0,,4880212,0,1
le450_5d,450,9757,le450_5d_01,118,89,,,,278,405,,1796.38,1796.3501,,1800.44,1800.48,,135034272,143771108,,,,,,,0,0,0,,,,,2.87,,1.98,,4881964,0,1
le450_5d,450,9757,le450_5d_02,119,89,,,,278,405,,1796.35,1796.37,,1800.44,1800.48,,135034268,143771108,,,,,,,0,0,0,,,,,2.87,,1.98,,4881964,0,1
miles1000,128,3216,miles1000_01,120,8,2500822,6,49,50,123,1.17,1.1600001,35.97,1.18,1.17,36.05,153508,153204,4245560,1.141745,1.135695,35.9195,688,690,59247,1,1,1,,,,2.34,2.18,1.94,1.89,4868900,4807348,1,1
miles1000,128,3216,miles1000_02,121,7,2500822,7,49,50,123,1.25,1.2299999,39.02,1.26,1.24,39.12,152620,153796,4262912,1.138551,1.129753,35.992422,688,690,59247,1,1,1,,,,2.34,2.18,1.94,1.89,4868900,4807348,1,1
