graph_name,vertices,edges,dat_file,dat_file_s_id,tokens,independent_sets,reconfiguration_sequence_length,pw_opt,pw_heur,pw_orig,cpu_time_opt,cpu_time_heur,cpu_time_orig,wallclock_time_opt,wallclock_time_heur,wallclock_time_orig,max_memory_opt,max_memory_heur,max_memory_orig,zdd_time_opt,zdd_time_heur,zdd_time_orig,zdd_size_opt,zdd_size_heur,zdd_size_orig,solved?_opt,solved?_heur,solved?_orig,error_opt,error_heur,error_orig,cpu_time_opt_preprocess,cpu_time_heur_preprocess,wallclock_time_opt_preprocess,wallclock_time_heur_preprocess,max_memory_opt_preprocess,max_memory_heur_preprocess,solved?_opt_preprocess,solved?_heur_preprocess
ph-04-04,117,182,ph-04-04_01,445,46,74825062231393217887911,,10,11,35,9579.2295,9579.18,9578.65,9600.0,9600.0,9600.0,267936552,268608976,71111164,0.039561,0.042706,25.276302,10316,11660,2265360,0,0,0,,,,110.68,2.03,100.04,1.86,58735516,4798180,1,1
ph-05-04,165,256,ph-05-04_01,446,67,753738554891557952055688747206339,61,,17,43,,153.0,9579.409,,153.39,9600.0,,4204424,273084832,,1.571782,693.916601,,355369,45443928,0,1,0,,,,,2.02,,1.84,,4797948,0,1
ph-05-05,205,331,ph-05-05_01,447,82,34186289117229456276370041652678426068693,,,19,54,,1796.1799,1796.11,,1800.06,1800.41,,17974388,139396276,,5.182014,,,567300,,0,0,0,,,,,2.08,,1.85,,4803364,0,1
ph-06-05,275,441,ph-06-05_01,448,113,22353448597842287861628828809135856971564909322470507445,,,22,64,,9578.84,9590.15,,9600.0,9609.0,,36162876,577124668,,57.815858,,,4703433,,0,0,0,,,,,2.19,,1.87,,4816040,0,1
ph-06-06,329,546,ph-06-06_01,449,134,712081938752035057893383624500702381356344163108636740161703247481,,,25,77,,9578.859,9589.14,,9600.0,9608.0,,147001368,559583008,,721.283714,,,8654645,,0,0,0,,,,,2.19,,1.89,,4841280,0,1
ph-07-06,425,699,ph-07-06_01,450,177,,,,29,89,,9548.91,9580.391,,9610.0,9607.0,,671834560,588804792,,,,,,,0,0,0,,,,,2.25,,1.91,,4839536,0,1
ph-07-07,495,839,ph-07-07_01,451,205,,,,36,104,,9605.15,9585.13,,9626.0,9606.0,,1060203684,610664620,,,,,,,0,0,0,,,,,2.29,,1.94,,4856636,0,1
ph-08-07,621,1042,ph-08-07_01,452,262,,,,41,118,,9605.7295,9584.1,,9626.0,9605.0,,1063307724,589719660,,,,,,,0,0,0,,,,,2.38,,1.97,,4886488,0,1
ph-08-08,709,1222,ph-08-08_01,453,298,,,,49,135,,9607.109,9582.96,,9628.0,9604.0,,1052286668,579252656,,,,,,,0,0,0,,,,,2.4,,1.99,,4917808,0,1
ph-09-08,869,1482,ph-09-08_01,454,371,,,,55,151,,9605.75,9583.64,,9628.0,9605.0,,1053202576,598645776,,,,,,,0,0,0,,,,,2.47,,2.06,,5013472,0,1
ph-09-09,977,1707,ph-09-09_01,455,416,,,,64,170,,9604.631,9584.199,,9626.0,9606.0,,1068714500,612380460,,,,,,,0,0,0,,,,,2.54,,2.1,,5069680,0,1
ph-10-09,1175,2031,ph-10-09_01,456,507,,,,71,188,,9582.2,9582.45,,9604.0,9605.0,,593686308,610822524,,,,,,,0,0,0,,,,,2.66,,2.17,,5208956,0,1
ph-10-10,1305,2306,ph-10-10_01,457,562,,,,81,209,,1795.97,1795.77,,1800.55,1800.49,,145386068,142726676,,,,,,,0,0,0,,,,,2.79,,2.26,,5346700,0,1
ph-11-10,1545,2701,ph-11-10_01,458,673,,,,89,229,,1796.12,1795.7,,1800.61,1800.51,,144673868,144942864,,,,,,,0,0,0,,,,,2.89,,2.38,,5628180,0,1
ph-11-11,1699,3031,ph-11-11_01,459,739,,,,100,252,,9587.03,9582.109,,9615.0,9605.0,,924567320,593251044,,,,,,,0,0,0,,,,,2.94,,2.47,,5868232,0,1
ph-12-11,1985,3504,ph-12-11_01,460,872,,,,109,274,,1796.35,1795.73,,1800.74,1800.57,,150663916,147169060,,,,,,,0,0,0,,,,,3.23,,2.74,,6430736,0,1
ph-12-12,2165,3894,ph-12-12_01,461,950,,,,121,299,,1796.2799,1795.58,,1800.69,1800.53,,144866428,141268028,,,,,,,0,0,0,,,,,3.4,,2.94,,6856276,0,1
ph-13-12,2501,4452,ph-13-12_01,462,1107,,,,131,323,,1796.41,1795.6901,,1800.64,1800.53,,145092700,138400380,,,,,,,0,0,0,,,,,3.82,,3.38,,7869096,0,1
ph-13-13,2709,4907,ph-13-13_01,463,1198,,,,144,350,,1796.4099,1795.67,,1800.69,1800.56,,146100464,140014760,,,,,,,0,0,0,,,,,4.22,,3.74,,8647628,0,1
ph-14-13,3099,5557,ph-14-13_01,464,1381,,,,155,376,,1796.6901,1795.83,,1800.63,1800.57,,145486548,142086524,,,,,,,0,0,0,,,,,5.050000000000001,,4.48,,10425152,0,1
ph-14-14,3337,6082,ph-14-14_01,465,1486,,,,169,405,,1796.51,1795.69,,1800.65,1800.58,,144757000,143848724,,,,,,,0,0,0,,,,,5.53,,5.06,,11760128,0,1
ph-15-14,3785,6831,ph-15-14_01,466,1697,,,,181,433,,1796.4,1795.85,,1800.54,1800.64,,141888260,145945596,,,,,,,0,0,0,,,,,7.0600000000000005,,6.25,,14717812,0,1
ph-15-15,4055,7431,ph-15-15_01,467,1817,,,,196,464,,1796.48,1795.9401,,1800.54,1800.65,,142249136,147811528,,,,,,,0,0,0,,,,,7.99,,7.15,,16833272,0,1
ph-16-15,4565,8286,ph-16-15_01,468,2058,,,,209,494,,1796.37,1795.7001,,1800.59,1800.57,,145877420,145566872,,,,,,,0,0,0,,,,,10.05,,9.09,,21669340,0,1
ph-16-16,4869,8966,ph-16-16_01,469,2194,,,,225,527,,1796.4099,1795.9199,,1800.59,1800.65,,146302744,144915436,,,,,,,0,0,0,,,,,11.49,,10.52,,25095632,0,1
ph-17-16,5445,9934,ph-17-16_01,470,2467,,,,239,559,,1796.47,1795.89,,1800.62,1800.66,,141156664,139933580,,,,,,,0,0,0,,,,,14.84,,13.83,,32781340,0,1
ph-17-17,5785,10699,ph-17-17_01,471,2620,,,,256,594,,1796.55,1795.86,,1800.64,1800.66,,140832172,139527428,,,,,,,0,0,0,,,,,16.93,,15.94,,38156600,0,1
ph-18-17,6431,11787,ph-18-17_01,472,2927,,,,271,628,,1796.5801,1795.96,,1800.66,1800.7,,139900660,139606328,,,,,,,0,0,0,,,,,21.14,,20.08,,50087548,0,1
ph-18-18,6809,12642,ph-18-18_01,473,3098,,,,289,665,,1796.48,1796.1699,,1800.65,1800.79,,140352616,143838964,,,,,,,0,0,0,,,,,24.48,,23.43,,58360620,0,1
ph-19-18,7529,13857,ph-19-18_01,474,3441,,,,305,701,,1796.6,1796.18,,1800.72,1800.84,,142296372,144630236,,,,,,,0,0,0,,,,,29.39,,26.98,,58496472,0,1
ph-19-19,7947,14807,ph-19-19_01,475,3631,,,,324,740,,1796.6299,1796.24,,1800.75,1800.88,,142592120,146859096,,,,,,,0,0,0,,,,,32.01,,29.94,,58489140,0,1
ph-20-19,8745,16156,ph-20-19_01,476,4012,,,,341,778,,0.08,0.07,,0.08,0.08,,39156,39156,,,,,,,0,-1,-1,,The number of vertices,The number of vertices,,40.01,,36.77,,58498404,0,1
ph-20-20,9205,17206,ph-20-20_01,477,4222,,,,361,819,,0.08,0.08,,0.09,0.09,,40180,40180,,,,,,,0,-1,-1,,The number of vertices,The number of vertices,,44.33,,41.09,,58509752,0,1
random_instance001_graph001,13,39,random_instance001_graph001_01,478,3,125,4,6,6,9,0.01,0.0,0.01,0.01,0.01,0.01,33012,33008,33012,0.00061,0.000614,0.000632,25,25,39,1,1,1,,,,1.84,1.95,1.79,1.84,4786224,4794160,1,1
random_instance001_graph002,13,39,random_instance001_graph002_01,479,3,93,4,6,7,8,0.01,0.0,0.0,0.01,0.01,0.01,33012,31988,31992,0.000616,0.000663,0.000671,27,28,38,1,1,1,,,,1.85,1.95,1.8,1.84,4786140,4794184,1,1
random_instance001_graph003,13,39,random_instance001_graph003_01,480,3,94,3,7,7,10,0.01,0.01,0.01,0.01,0.01,0.01,31988,33012,33008,0.000656,0.000636,0.000643,34,34,38,1,1,1,,,,1.83,1.93,1.79,1.81,4786408,4795156,1,1
random_instance001_graph004,13,39,random_instance001_graph004_01,481,4,94,6,7,7,9,0.01,0.0,0.0,0.01,0.01,0.01,33012,33012,31988,0.000815,0.000609,0.000658,32,32,40,1,1,1,,,,1.83,1.96,1.79,1.84,4786456,4794120,1,1
random_instance001_graph005,13,39,random_instance001_graph005_01,482,3,105,4,6,6,10,0.0,0.0,0.01,0.01,0.01,0.01,33012,31988,33012,0.00064,0.000629,0.000648,26,26,50,1,1,1,,,,1.83,1.93,1.78,1.82,4786456,4793120,1,1
random_instance002_graph001,26,78,random_instance002_graph001_01,483,8,13630,8,9,9,18,0.01,0.01,0.01,0.01,0.01,0.02,33012,31988,33012,0.002353,0.002351,0.0028,186,186,476,1,1,1,,,,1.83,1.94,1.78,1.82,4789220,4794148,1,1
random_instance002_graph002,26,78,random_instance002_graph002_01,484,7,12722,9,10,10,15,0.02,0.02,0.02,0.02,0.02,0.03,31984,33012,33012,0.003109,0.003103,0.006369,352,352,616,1,1,1,,,,1.85,1.95,1.8,1.84,4788416,4794164,1,1
random_instance002_graph003,26,78,random_instance002_graph003_01,485,8,14046,9,11,11,16,0.01,0.02,0.01,0.02,0.02,0.02,33012,33012,31988,0.003151,0.003152,0.004647,321,321,658,1,1,1,,,,1.88,1.95,1.82,1.83,4789424,4794204,1,1
random_instance002_graph004,26,78,random_instance002_graph004_01,486,8,14355,10,11,11,15,0.01,0.02,0.01,0.02,0.02,0.02,33012,33012,33012,0.003697,0.00369,0.003741,341,341,608,1,1,1,,,,1.85,1.94,1.79,1.83,4790524,4794940,1,1
random_instance002_graph005,26,78,random_instance002_graph005_01,487,7,11926,9,10,10,18,0.02,0.01,0.01,0.02,0.02,0.02,33012,33012,33012,0.002855,0.002866,0.005229,254,254,1095,1,1,1,,,,1.84,1.94,1.8,1.82,4788484,4794212,1,1
random_instance003_graph001,39,117,random_instance003_graph001_01,488,12,1797410,12,13,14,26,0.1,0.13,0.26999998,0.11,0.14,0.27,35056,35056,37104,0.016308,0.017903,0.050402,2244,2906,8874,1,1,1,,,,2.04,1.96,1.85,1.84,4836508,4795212,1,1
random_instance003_graph002,39,117,random_instance003_graph002_01,489,14,2283228,10,13,14,21,0.03,0.03,0.060000002,0.04,0.04,0.06,33012,33012,33012,0.012186,0.012321,0.032204,1454,1605,4316,1,1,1,,,,2.07,1.94,1.89,1.84,4849396,4810432,1,1
random_instance003_graph003,39,117,random_instance003_graph003_01,490,11,1346850,13,13,14,28,0.16000001,0.16000001,0.53,0.16,0.16,0.53,36084,36084,71996,0.012661,0.01366,0.083821,1565,1534,11820,1,1,1,,,,1.99,1.96,1.85,1.84,4833528,4794244,1,1
random_instance003_graph004,39,117,random_instance003_graph004_01,491,14,1936328,11,14,16,27,0.04,0.060000002,0.060000002,0.05,0.06,0.06,34036,34036,34036,0.032055,0.047274,0.04531,2444,3856,9454,1,1,1,,,,2.39,1.94,1.99,1.83,4941328,4791112,1,1
random_instance003_graph005,39,117,random_instance003_graph005_01,492,11,1566681,13,14,16,26,0.28,0.32,0.9,0.29,0.32,0.91,38132,38132,75396,0.031446,0.0261,0.108289,2547,3261,16612,1,1,1,,,,2.22,1.95,1.91,1.83,4901652,4795156,1,1
random_instance004_graph001,52,156,random_instance004_graph001_01,493,15,227597732,17,17,17,35,6.52,6.52,31.91,6.54,6.55,32.0,288696,289496,2118796,0.063526,0.063618,1.279362,6911,6911,138652,1,1,1,,,,4.19,1.97,3.09,1.85,6065980,4795936,1,1
random_instance004_graph002,52,156,random_instance004_graph002_01,494,16,242964120,17,18,18,35,4.72,4.72,20.98,4.74,4.74,21.04,283036,282424,1137964,0.102175,0.102253,3.555782,12969,12969,266787,1,1,1,,,,5.87,1.98,5.08,1.85,8593488,4796280,1,1
random_instance004_graph003,52,156,random_instance004_graph003_01,495,16,280529902,16,17,20,31,5.35,7.6899996,17.35,5.36,7.72,17.39,285964,533884,1101780,0.173144,0.294012,1.947245,13549,26744,137344,1,1,1,,,,4.37,1.97,3.57,1.85,6744720,4796216,1,1
random_instance004_graph004,52,156,random_instance004_graph004_01,496,15,245353332,16,16,17,33,11.85,12.17,41.18,11.88,12.21,41.29,574628,562696,2212044,0.168897,0.094874,1.492016,10632,10029,109540,1,1,1,,,,3.5700000000000003,1.97,2.85,1.85,5922900,4796120,1,1
random_instance004_graph005,52,156,random_instance004_graph005_01,497,15,198435306,18,17,20,33,12.14,13.18,34.399998,12.17,13.22,34.5,565624,581344,2233436,0.340306,0.193531,2.372365,16197,15622,140413,1,1,1,,,,4.550000000000001,1.99,3.53,1.86,6540000,4796272,1,1
random_instance005_graph001,65,195,random_instance005_graph001_01,498,20,48187380654,20,20,23,43,94.869995,229.79,883.52,95.1,230.31,885.37,4300144,8535364,35550976,5.685915,1.776326,27.368054,84633,108475,1702838,1,1,1,,,,63.11,1.97,56.1,1.84,58683376,4796168,1,1
random_instance005_graph002,65,195,random_instance005_graph002_01,499,19,34141571484,20,20,21,41,150.62999,162.58,1129.48,150.98,162.97,1131.76,4453748,4437648,35618168,1.14448,1.267224,66.529382,59970,72492,2138028,1,1,1,,,,42.370000000000005,1.97,41.52,1.84,46346024,4796012,1,1
random_instance005_graph003,65,195,random_instance005_graph003_01,500,22,38638170829,22,21,23,40,15.05,14.05,67.340004,15.1,14.1,67.48,1100328,1072964,4391792,7.273627,2.891466,30.824675,103642,129949,985466,1,1,1,,,,88.53999999999999,1.98,81.22,1.84,58728748,4811520,1,1
random_instance005_graph004,65,195,random_instance005_graph004_01,501,18,21665853613,20,20,24,38,542.79,584.16,2076.47,543.97,585.45,2081.16,18052220,18100768,72538736,1.266394,2.007612,61.072653,72732,94019,2015530,1,1,1,,,,33.35,1.96,32.44,1.83,36698808,4796420,1,1
random_instance005_graph005,65,195,random_instance005_graph005_01,502,20,54651105614,20,19,22,40,126.27,155.56,1469.91,126.58,155.95,1473.13,4338720,4516216,68007120,0.833398,1.715021,59.529391,46510,70227,1726509,1,1,1,,,,32.89,2.0,32.06,1.86,38857648,4796888,1,1
random_instance006_graph001,78,234,random_instance006_graph001_01,503,23,3706721252978,,,26,46,,1796.34,1796.39,,1800.2,1800.21,,67968232,72675508,,47.97755,1788.061222,,875806,18327403,0,0,0,,,,,1.98,,1.85,,4796072,0,1
random_instance006_graph002,78,234,random_instance006_graph002_01,504,24,4518023603224,26,24,29,44,4196.18,5385.86,9578.471,4208.0,5398.0,9600.0,134828308,147197892,289561608,30.583135,98.478155,472.268287,550768,1906572,11045981,1,1,0,,,,1843.69,1.98,1413.7,1.85,65023632,4797112,1,1
random_instance006_graph003,78,234,random_instance006_graph003_01,505,26,6209505336003,27,23,27,49,311.93,634.6,3831.13,312.65,635.97,3842.0,16910704,33571256,144664780,27.498464,31.670654,890.553059,254246,866255,32234377,1,1,1,,,,1271.3,1.97,962.21,1.84,63064204,4796132,1,1
random_instance006_graph004,78,234,random_instance006_graph004_01,506,23,4784011345326,24,24,25,48,3349.8198,4019.17,9579.03,3359.55,4030.0,9600.0,71211812,135159524,292357264,27.263355,38.573921,1072.500209,419992,595168,17793391,1,1,0,,,,2348.07,1.97,1541.13,1.85,65511660,4797200,1,1
random_instance006_graph005,78,234,random_instance006_graph005_01,507,25,6110607164382,24,,26,51,,1079.8099,1796.2899,,1082.18,1800.22,,34929436,71739108,,24.176437,814.360994,,421404,26572315,0,1,0,,,,,1.98,,1.86,,4797220,0,1
random_instance007_graph001,91,273,random_instance007_graph001_01,508,29,795908695346840,,,30,56,,1796.52,1796.63,,1800.2,1800.38,,68771200,131426316,,365.260705,,,3708159,,0,0,0,,,,,1.99,,1.85,,4795812,0,1
random_instance007_graph002,91,273,random_instance007_graph002_01,509,30,,,,31,50,,0.03,0.03,,0.19,0.2,,31988,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,1.99,,1.85,,4795944,0,1
random_instance007_graph003,91,273,random_instance007_graph003_01,510,32,942068520920506,24,,31,54,,979.68,1796.41,,981.79,1800.21,,36223636,70524996,,163.985152,,,3334915,,0,1,0,,,,,1.99,,1.86,,4797192,0,1
random_instance007_graph004,91,273,random_instance007_graph004_01,511,30,1574776068008764,,,29,54,,1796.1,1796.28,,1800.11,1800.22,,36602280,72854516,,82.004754,,,1137201,,0,0,0,,,,,1.99,,1.84,,4812288,0,1
random_instance007_graph005,91,273,random_instance007_graph005_01,512,32,1107929080040276,29,,30,53,,1657.7001,1796.49,,1661.32,1800.21,,70607228,72462284,,378.905,,,2780994,,0,1,0,,,,,1.98,,1.84,,4795132,0,1
random_instance008_graph001,104,312,random_instance008_graph001_01,513,33,,,,38,62,,1796.8301,1796.33,,1800.21,1800.22,,71221740,73575952,,,,,,,0,0,0,,,,,2.04,,1.86,,4798896,0,1
random_instance008_graph002,104,312,random_instance008_graph002_01,514,33,,,,34,59,,1796.9401,1796.2999,,1800.39,1800.22,,134003196,72475552,,,,,,,0,0,0,,,,,2.02,,1.84,,4798248,0,1
random_instance008_graph003,104,312,random_instance008_graph003_01,515,36,86776122135880556,,,34,64,,1796.79,1796.32,,1800.22,1800.21,,72848692,70013648,,1750.233454,,,33605458,,0,0,0,,,,,2.02,,1.84,,4798184,0,1
random_instance008_graph004,104,312,random_instance008_graph004_01,516,34,,,,33,64,,0.03,0.03,,0.19,0.19,,31992,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.05,,1.86,,4798428,0,1
random_instance008_graph005,104,312,random_instance008_graph005_01,517,37,,,,32,58,,1796.79,1796.48,,1800.22,1800.4,,73852916,134880568,,,,,,,0,0,0,,,,,2.01,,1.83,,4798524,0,1
random_instance009_graph001,117,351,random_instance009_graph001_01,518,33,,,,40,71,,1796.87,1796.4601,,1800.21,1800.4,,71859524,134799048,,,,,,,0,0,0,,,,,2.02,,1.84,,4798212,0,1
random_instance009_graph002,117,351,random_instance009_graph002_01,519,38,,,,39,72,,1796.7201,1796.4401,,1800.22,1800.4,,72977188,136281376,,,,,,,0,0,0,,,,,2.04,,1.85,,4799540,0,1
random_instance009_graph003,117,351,random_instance009_graph003_01,520,38,,,,40,66,,1796.61,1796.33,,1800.21,1800.22,,71477332,73485808,,,,,,,0,0,0,,,,,2.05,,1.86,,4800172,0,1
random_instance009_graph004,117,351,random_instance009_graph004_01,521,34,,,,41,75,,1796.7999,1796.36,,1800.21,1800.22,,73186968,72034884,,,,,,,0,0,0,,,,,2.03,,1.84,,4798680,0,1
random_instance009_graph005,117,351,random_instance009_graph005_01,522,38,,,,36,72,,1796.71,1796.54,,1800.21,1800.39,,72033516,131586292,,,,,,,0,0,0,,,,,2.02,,1.83,,4813452,0,1
random_instance010_graph001,130,390,random_instance010_graph001_01,523,41,,,,43,79,,1796.71,1796.2999,,1800.22,1800.22,,73051468,74641920,,,,,,,0,0,0,,,,,2.05,,1.86,,4798264,0,1
random_instance010_graph002,130,390,random_instance010_graph002_01,524,39,,,,44,78,,1796.86,1796.38,,1800.4,1800.22,,137284628,72754832,,,,,,,0,0,0,,,,,2.06,,1.86,,4802468,0,1
random_instance010_graph003,130,390,random_instance010_graph003_01,525,46,,,,44,71,,1796.74,1796.4601,,1800.22,1800.39,,73290028,131973816,,,,,,,0,0,0,,,,,2.06,,1.86,,4803696,0,1
random_instance010_graph004,130,390,random_instance010_graph004_01,526,41,,,,43,78,,1796.76,1796.34,,1800.22,1800.22,,75266292,72879244,,,,,,,0,0,0,,,,,2.07,,1.85,,4804644,0,1
random_instance010_graph005,130,390,random_instance010_graph005_01,527,40,,,,43,77,,1796.73,1796.47,,1800.22,1800.39,,72278372,132772624,,,,,,,0,0,0,,,,,2.09,,1.88,,4802884,0,1
random_instance011_graph001,143,429,random_instance011_graph001_01,528,45,,,,48,91,,1796.88,1796.35,,1800.39,1800.22,,134844596,73430964,,,,,,,0,0,0,,,,,2.07,,1.86,,4803660,0,1
random_instance011_graph002,143,429,random_instance011_graph002_01,529,46,,,,47,86,,0.03,0.03,,0.2,0.19,,31988,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.09,,1.88,,4800196,0,1
random_instance011_graph003,143,429,random_instance011_graph003_01,530,45,,,,47,82,,1796.74,1796.2999,,1800.4,1800.23,,137868668,75184672,,,,,,,0,0,0,,,,,2.09,,1.88,,4799276,0,1
random_instance011_graph004,143,429,random_instance011_graph004_01,531,46,,,,51,83,,1796.86,1796.44,,1800.39,1800.39,,132702776,132877232,,,,,,,0,0,0,,,,,2.08,,1.88,,4798084,0,1
random_instance011_graph005,143,429,random_instance011_graph005_01,532,48,,,,45,86,,1796.89,1796.4801,,1800.39,1800.4,,132910444,133026252,,,,,,,0,0,0,,,,,2.07,,1.85,,4801692,0,1
random_instance012_graph001,156,468,random_instance012_graph001_01,533,54,,,,51,88,,1796.9099,1796.39,,1800.39,1800.22,,133427416,72591672,,,,,,,0,0,0,,,,,2.08,,1.86,,4818136,0,1
random_instance012_graph002,156,468,random_instance012_graph002_01,534,53,,,,52,89,,1796.83,1796.3201,,1800.22,1800.23,,74711656,75252140,,,,,,,0,0,0,,,,,2.08,,1.86,,4804028,0,1
random_instance012_graph003,156,468,random_instance012_graph003_01,535,46,,,,48,95,,1796.87,1796.4401,,1800.21,1800.4,,71507116,134928244,,,,,,,0,0,0,,,,,2.08,,1.87,,4800512,0,1
random_instance012_graph004,156,468,random_instance012_graph004_01,536,47,,,,51,91,,1796.91,1796.36,,1800.39,1800.23,,133327880,74690728,,,,,,,0,0,0,,,,,2.1,,1.88,,4801552,0,1
random_instance012_graph005,156,468,random_instance012_graph005_01,537,53,,,,50,94,,0.03,0.03,,0.19,0.19,,31988,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.05,,1.84,,4799304,0,1
random_instance013_graph001,169,507,random_instance013_graph001_01,538,53,,,,52,99,,1796.84,1796.43,,1800.4,1800.4,,135352036,129514308,,,,,,,0,0,0,,,,,2.07,,1.85,,4802376,0,1
random_instance013_graph002,169,507,random_instance013_graph002_01,539,56,,,,52,94,,1796.85,1796.38,,1800.39,1800.41,,133476520,136763324,,,,,,,0,0,0,,,,,2.09,,1.87,,4802768,0,1
random_instance013_graph003,169,507,random_instance013_graph003_01,540,49,,,,54,101,,9582.94,9582.8,,9603.0,9603.0,,554479236,549990780,,,,,,,0,0,0,,,,,2.11,,1.89,,4804736,0,1
random_instance013_graph004,169,507,random_instance013_graph004_01,541,52,,,,51,103,,1796.85,1796.41,,1800.21,1800.22,,70972180,74274976,,,,,,,0,0,0,,,,,2.08,,1.85,,4805036,0,1
random_instance013_graph005,169,507,random_instance013_graph005_01,542,53,,,,56,100,,0.03,0.03,,0.19,0.19,,31988,31984,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.06,,1.84,,4797880,0,1
random_instance014_graph001,182,546,random_instance014_graph001_01,543,61,,,,59,110,,1796.7101,1796.55,,1800.4,1800.4,,135555860,135217308,,,,,,,0,0,0,,,,,2.09,,1.87,,4804720,0,1
random_instance014_graph002,182,546,random_instance014_graph002_01,544,59,,,,60,116,,1796.87,1796.5599,,1800.39,1800.4,,134531900,132342572,,,,,,,0,0,0,,,,,2.09,,1.86,,4819928,0,1
random_instance014_graph003,182,546,random_instance014_graph003_01,545,61,,,,58,111,,0.03,0.03,,0.19,0.19,,31988,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.09,,1.88,,4805112,0,1
random_instance014_graph004,182,546,random_instance014_graph004_01,546,56,,,,59,109,,1796.98,1796.35,,1800.4,1800.22,,137752396,71644888,,,,,,,0,0,0,,,,,2.07,,1.86,,4802416,0,1
random_instance014_graph005,182,546,random_instance014_graph005_01,547,57,,,,55,113,,9582.97,9582.05,,9603.0,9601.0,,556658424,535238532,,,,,,,0,0,0,,,,,2.07,,1.85,,4805052,0,1
random_instance015_graph001,195,585,random_instance015_graph001_01,548,62,,,,62,114,,1796.8999,1796.39,,1800.41,1800.41,,139786804,137202764,,,,,,,0,0,0,,,,,2.09,,1.87,,4804640,0,1
random_instance015_graph002,195,585,random_instance015_graph002_01,549,61,,,,61,115,,9583.659,9582.87,,9603.0,9602.0,,560649092,553611548,,,,,,,0,0,0,,,,,2.09,,1.86,,4804424,0,1
random_instance015_graph003,195,585,random_instance015_graph003_01,550,61,,,,63,121,,1797.0,1796.35,,1800.4,1800.23,,133183836,75180284,,,,,,,0,0,0,,,,,2.09,,1.87,,4803508,0,1
random_instance015_graph004,195,585,random_instance015_graph004_01,551,65,,,,61,112,,0.03,0.03,,0.19,0.19,,31988,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.09,,1.87,,4800056,0,1
random_instance015_graph005,195,585,random_instance015_graph005_01,552,64,,,,67,118,,1797.06,1796.49,,1800.38,1800.23,,128737812,73705320,,,,,,,0,0,0,,,,,2.09,,1.87,,4799828,0,1
random_instance016_graph001,208,624,random_instance016_graph001_01,553,68,,,,68,127,,9582.79,9583.33,,9603.0,9603.0,,554214852,553487044,,,,,,,0,0,0,,,,,2.11,,1.87,,4803000,0,1
random_instance016_graph002,208,624,random_instance016_graph002_01,554,66,,,,68,121,,0.03,0.03,,0.19,0.19,,31988,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.13,,1.89,,4804496,0,1
random_instance016_graph003,208,624,random_instance016_graph003_01,555,67,,,,73,117,,9582.52,9582.57,,9602.0,9603.0,,549622528,556145260,,,,,,,0,0,0,,,,,2.09,,1.85,,4803452,0,1
random_instance016_graph004,208,624,random_instance016_graph004_01,556,66,,,,66,125,,9583.38,9583.07,,9603.0,9603.0,,563731492,557242908,,,,,,,0,0,0,,,,,2.13,,1.86,,4806540,0,1
random_instance016_graph005,208,624,random_instance016_graph005_01,557,72,,,,66,122,,1796.9299,1796.2999,,1800.4,1800.23,,135718660,73624184,,,,,,,0,0,0,,,,,2.11,,1.87,,4807512,0,1
random_instance017_graph001,221,663,random_instance017_graph001_01,558,72,,,,69,142,,1796.9701,1796.33,,1800.39,1800.23,,134069444,74155656,,,,,,,0,0,0,,,,,2.14,,1.88,,4808796,0,1
random_instance017_graph002,221,663,random_instance017_graph002_01,559,69,,,,70,131,,1796.73,1796.5,,1800.22,1800.41,,73835500,134110388,,,,,,,0,0,0,,,,,2.13,,1.87,,4809592,0,1
random_instance017_graph003,221,663,random_instance017_graph003_01,560,73,,,,71,140,,1796.8099,1796.2899,,1800.38,1800.23,,131600404,74251600,,,,,,,0,0,0,,,,,2.15,,1.89,,4809308,0,1
random_instance017_graph004,221,663,random_instance017_graph004_01,561,73,,,,70,134,,1796.86,1796.47,,1800.39,1800.4,,132510440,136030336,,,,,,,0,0,0,,,,,2.14,,1.89,,4808512,0,1
random_instance017_graph005,221,663,random_instance017_graph005_01,562,70,,,,73,131,,1796.9099,1796.39,,1800.4,1800.23,,135316068,74516896,,,,,,,0,0,0,,,,,2.11,,1.86,,4807784,0,1
random_instance018_graph001,234,702,random_instance018_graph001_01,563,75,,,,78,143,,0.03,0.03,,0.19,0.2,,31988,31988,,,,,,,0,-1,-1,,No such vertex,No such vertex,,2.12,,1.87,,4810680,0,1
random_instance018_graph002,234,702,random_instance018_graph002_01,564,78,,,,79,139,,1796.75,1796.39,,1800.4,1800.41,,136094944,135286260,,,,,,,0,0,0,,,,,2.11,,1.87,,4808408,0,1
random_instance018_graph003,234,702,random_instance018_graph003_01,565,74,,,,76,146,,1796.94,1796.4501,,1800.39,1800.39,,133598976,131973052,,,,,,,0,0,0,,,,,2.13,,1.88,,4811328,0,1
