graph_name,vertices,edges,dat_file,tokens,independent_sets,reconfiguration_sequence_length,pw_opt,pw_heur,pw_orig,cpu_time_opt,cpu_time_heur,cpu_time_orig,wallclock_time_opt,wallclock_time_heur,wallclock_time_orig,max_memory_opt,max_memory_heur,max_memory_orig,zdd_time_opt,zdd_time_heur,zdd_time_orig,zdd_size_opt,zdd_size_heur,zdd_size_orig,solved?_opt,solved?_heur,solved?_orig,error_opt,error_heur,error_orig,cpu_time_opt_preprocess,cpu_time_heur_preprocess,wallclock_time_opt_preprocess,wallclock_time_heur_preprocess,max_memory_opt_preprocess,max_memory_heur_preprocess,solved?_opt_preprocess,solved?_heur_preprocess
grid080x080,6400,12640,grid080x080_02_8623,3198,,,,80,80,,1796.26,1795.8401,,1800.1,1800.43,,33614040,144942836,,,,,,,0,0,0,,,,,18.66,,17.63,,43035388,0,1
grid080x080,6400,12640,grid080x080_03_8653,3199,,,,80,80,,1796.2301,1795.86,,1800.1,1800.43,,33609620,144322828,,,,,,,0,0,0,,,,,18.66,,17.63,,43035388,0,1
grid080x080,6400,12640,grid080x080_04_8592,3198,,,,80,80,,1796.25,1795.79,,1800.1,1800.43,,33614036,144615292,,,,,,,0,0,0,,,,,18.66,,17.63,,43035388,0,1
grid090x090,8100,16020,grid090x090_01_0710,4048,,,,90,90,,1796.2999,1795.8601,,1800.1,1800.41,,33809416,139998568,,,,,,,0,0,0,,,,,33.47,,30.55,,58496460,0,1
grid090x090,8100,16020,grid090x090_02_9631,4049,,,,90,90,,1796.2899,1795.79,,1800.1,1800.42,,33810400,140043532,,,,,,,0,0,0,,,,,33.47,,30.55,,58496460,0,1
grid090x090,8100,16020,grid090x090_03_8778,4048,,,,90,90,,1796.3,1795.77,,1800.1,1800.42,,33809416,139998568,,,,,,,0,0,0,,,,,33.47,,30.55,,58496460,0,1
grid090x090,8100,16020,grid090x090_04_4969,4049,,,,90,90,,1796.25,1795.63,,1800.1,1800.42,,33810400,140043528,,,,,,,0,0,0,,,,,33.47,,30.55,,58496460,0,1
grid100x100,10000,19800,grid100x100_01_9072,4998,,,,100,100,,0.089999996,0.08,,0.1,0.09,,41204,41204,,,,,,,0,-1,-1,,The number of vertices,The number of vertices,,53.3,,48.39,,58499924,0,1
grid100x100,10000,19800,grid100x100_02_7191,4999,,,,100,100,,0.089999996,0.089999996,,0.1,0.09,,41204,41204,,,,,,,0,-1,-1,,The number of vertices,The number of vertices,,53.3,,48.39,,58499924,0,1
grid100x100,10000,19800,grid100x100_03_4887,4998,,,,100,100,,0.1,0.089999996,,0.1,0.09,,41204,41200,,,,,,,0,-1,-1,,The number of vertices,The number of vertices,,53.3,,48.39,,58499924,0,1
grid100x100,10000,19800,grid100x100_04_0664,4999,,,,100,100,,0.1,0.089999996,,0.1,0.09,,41204,41204,,,,,,,0,-1,-1,,The number of vertices,The number of vertices,,53.3,,48.39,,58499924,0,1
grid200x200,40000,79600,grid200x200_01_8265,19998,,,,200,200,,0.41,0.37,,0.41,0.38,,72840,73456,,,,,,,0,-1,-1,,The number of vertices,The number of vertices,,3612.91,,3506.21,,649248052,0,1
grid200x200,40000,79600,grid200x200_02_2458,19999,,,,200,200,,0.4,0.37,,0.41,0.37,,71544,72576,,,,,,,0,-1,-1,,The number of vertices,The number of vertices,,3612.91,,3506.21,,649248052,0,1
grid200x200,40000,79600,grid200x200_03_0743,19999,,,,200,200,,0.41,0.36,,0.41,0.37,,71544,71428,,,,,,,0,-1,-1,,The number of vertices,The number of vertices,,3612.91,,3506.21,,649248052,0,1
grid200x200,40000,79600,grid200x200_04_2816,19998,,,,200,200,,0.4,0.37,,0.4,0.37,,71544,73584,,,,,,,0,-1,-1,,The number of vertices,The number of vertices,,3612.91,,3506.21,,649248052,0,1
hc-power-11,21,28,hc-power-11_01,9,12351,21,4,4,6,0.0,0.0,0.01,0.01,0.01,0.01,33008,33012,31988,0.000628,0.000627,0.000652,56,56,92,1,1,1,,,,1.86,1.92,1.82,1.82,4788248,4793092,1,1
hc-power-12,36,51,hc-power-12_01,15,7636103,69,5,5,6,0.02,0.02,0.01,0.02,0.02,0.02,33012,33012,31988,0.001607,0.001601,0.001617,118,118,174,1,1,1,,,,1.89,1.95,1.83,1.84,4791608,4794184,1,1
hc-square-01,14,18,hc-square-01_01,6,574,12,3,3,4,0.01,0.0,0.01,0.01,0.01,0.01,33012,33012,33012,0.000327,0.000328,0.000334,26,26,32,1,1,1,,,,1.85,1.94,1.81,1.84,4786472,4794176,1,1
hc-square-02,24,33,hc-square-02_01,10,42630,30,4,4,4,0.0,0.0,0.0,0.01,0.01,0.01,33008,33012,31988,0.00078,0.000771,0.000775,54,54,58,1,1,1,,,,1.84,1.93,1.81,1.82,4788436,4794240,1,1
hc-toyno-01,6,9,hc-toyno-01_01,2,15,-1,3,3,3,0.0,0.0,0.0,0.01,0.01,0.01,33012,33012,31988,0.000156,0.000151,0.000159,8,8,8,1,1,1,,,,1.84,1.95,1.8,1.85,4783488,4798092,1,1
hc-toyyes-01,7,7,hc-toyyes-01_01,3,31,3,2,2,2,0.0,0.0,0.0,0.01,0.01,0.01,33012,33012,33012,0.000127,0.000104,0.000109,8,8,10,1,1,1,,,,1.81,1.9,1.77,1.81,4786452,4791956,1,1
hc-power-004-002,64,95,hc-power-004-002_01,26,1113597391920,359,5,5,5,0.2,0.2,0.2,0.21,0.21,0.21,34036,34036,33012,0.00473,0.004758,0.004772,262,262,250,1,1,1,,,,1.93,1.95,1.83,1.83,4815128,4796188,1,1
hc-power-005-002,79,118,hc-power-005-002_01,32,687998789526551,779,5,5,5,0.69,0.72999996,0.68,0.69,0.74,0.68,36084,34036,35060,0.007114,0.007047,0.00705,332,332,316,1,1,1,,,,1.97,1.96,1.84,1.83,4812900,4795156,1,1
hc-power-006-002,94,141,hc-power-006-002_01,38,425056971938806982,1631,5,5,5,2.1399999,2.14,2.1100001,2.15,2.15,2.12,41204,41204,40180,0.009895,0.009831,0.009787,402,402,382,1,1,1,,,,2.08,1.95,1.88,1.83,4829576,4796364,1,1
hc-power-007-002,109,164,hc-power-007-002_01,44,262607190795765425815,3347,5,5,5,6.15,6.16,6.1,6.18,6.19,6.12,80228,80356,80276,0.013043,0.01287,0.012872,472,472,448,1,1,1,,,,2.12,2.02,1.89,1.85,4841812,4798272,1,1
hc-power-008-002,124,187,hc-power-008-002_01,50,162243043192809350629208,6791,5,5,5,16.68,16.67,16.55,16.74,16.74,16.6,159572,159656,161664,0.016865,0.016898,0.016794,542,542,514,1,1,1,,,,2.18,2.01,1.93,1.83,4861528,4797172,1,1
hc-power-009-002,139,210,hc-power-009-002_01,56,100236421495919298704585535,13691,5,5,5,44.190002,44.199997,45.5,44.35,44.35,45.65,321996,321948,326624,0.021308,0.021533,0.021118,612,612,580,1,1,1,,,,2.29,2.01,1.95,1.84,4887036,4799300,1,1
hc-power-010-002,154,233,hc-power-010-002_01,62,61927710406463170775241686526,27503,5,5,5,113.310005,113.4,119.47,113.69,113.78,119.880005,652868,652196,1120176,0.025788,0.025863,0.025943,682,682,646,1,1,1,,,,2.38,2.02,1.99,1.85,4915064,4798532,1,1
hc-power-011-002,169,256,hc-power-011-002_01,68,38259958395890004445076194998031,55139,5,5,5,283.88998,284.16998,300.09,284.84,285.1,301.02,1319580,1320488,2261944,0.031518,0.031379,0.031083,752,752,712,1,1,1,,,,2.5,2.05,2.05,1.86,4960492,4798288,1,1
hc-power-012-002,184,279,hc-power-012-002_01,74,23637631794351951224765884378156416,110423,5,5,5,701.51,700.3,726.52997,703.79,702.61,728.49,2675988,2676768,4558772,0.0368,0.036329,0.03674,822,822,778,1,1,1,,,,2.6100000000000003,2.03,2.11,1.85,4996540,4800448,1,1
hc-power-013-002,199,302,hc-power-013-002_01,80,14603717836383728549736459587959249895,221003,5,5,5,1701.28,1709.55,1707.5,1706.79,1715.01,1711.67,5417208,5415436,9179476,0.042616,0.042523,0.044094,892,892,844,1,1,1,,,,2.8200000000000003,2.05,2.21,1.85,5054560,4815332,1,1
hc-power-014-002,214,325,hc-power-014-002_01,86,9022417156682815492520665863912956245046,442175,5,5,5,4067.18,4078.19,3904.04,4079.0,4086.0,3916.0,10993032,10992904,18559824,0.049354,0.086273,0.049086,962,962,910,1,1,1,,,,3.0700000000000003,2.09,2.34,1.85,5131632,4805476,1,1
hc-power-015-002,229,348,hc-power-015-002_01,92,5574197766708031179445012038756188664562183,,5,5,5,7173.58,7179.4897,7178.2397,7200.0,7200.0,7200.0,35611768,35604100,36245004,0.056414,0.056286,0.056679,1032,1032,976,0,0,0,,,,3.12,2.09,2.41,1.87,5206372,4807548,1,1
hc-power-016-002,244,371,hc-power-016-002_01,98,3443831093462389356374187356733005542648388264,,5,5,5,7172.87,7179.73,7177.84,7200.0,7200.0,7200.0,66896632,66901032,67896244,0.064185,0.064685,0.064418,1102,1102,1042,0,0,0,,,,3.14,2.11,2.45,1.86,5286080,4809660,1,1
hc-power-017-002,259,394,hc-power-017-002_01,104,2127655511458921906699036812684863553827095067151,,5,5,5,7178.66,7178.57,7176.0996,7200.0,7200.0,7200.0,71749268,71966984,72963952,0.072632,0.07279,0.074322,1172,1172,1108,0,0,0,,,,3.43,2.13,2.62,1.86,5391048,4810624,1,1
hc-power-018-002,274,417,hc-power-018-002_01,110,1314500581644442308054917054661833384029658065341294,,5,5,5,7177.7603,7177.6797,7175.7397,7200.0,7200.0,7200.0,74098436,74050412,74706240,0.081963,0.082025,0.081933,1242,1242,1174,0,0,0,,,,3.3200000000000003,2.18,2.6,1.89,5509948,4819180,1,1
hc-power-019-002,289,440,hc-power-019-002_01,116,812120087033618215897164092207942923928586126523583359,,5,5,5,7178.69,7176.92,7177.09,7200.0,7201.0,7200.0,133420512,133013588,134453380,0.091244,0.090297,0.090596,1312,1312,1240,0,0,0,,,,3.57,2.17,2.72,1.9,5639276,4818740,1,1
hc-power-020-002,304,463,hc-power-020-002_01,122,501741151714369915506768957681239053884548329894829212368,,5,5,5,7177.2,7176.62,7176.27,7201.0,7201.0,7201.0,134552004,133717584,135177424,0.100183,0.100946,0.10159,1382,1382,1306,0,0,0,,,,3.82,2.17,2.91,1.87,5780508,4819684,1,1
queen008x008,64,728,queen008x008_01_4136,7,118969,9,45,47,57,9.2,7.8999996,50.66,9.25,7.94,50.84,581836,556212,2255960,9.146966,7.834627,50.102201,17366,16607,20243,1,1,1,,,,2.94,2.02,2.2,1.85,5157160,4800356,1,1
queen008x008,64,728,queen008x008_02_8804,7,118969,11,45,47,57,9.29,7.97,28.66,9.34,8.01,28.75,582156,556996,2256784,9.135242,7.812453,28.365692,17366,16607,20243,1,1,1,,,,2.94,2.02,2.2,1.85,5157160,4800356,1,1
queen008x008,64,728,queen008x008_03_8723,7,118969,11,45,47,57,9.3,7.93,28.710001,9.36,7.97,28.82,581492,557680,2256880,9.158138,7.78024,28.43873,17366,16607,20243,1,1,1,,,,2.94,2.02,2.2,1.85,5157160,4800356,1,1
queen008x008,64,728,queen008x008_04_4441,7,118969,12,45,47,57,9.259999,7.9700003,28.27,9.31,8.01,28.38,581876,557260,2256104,9.089319,7.797957,27.979369,17366,16607,20243,1,1,1,,,,2.94,2.02,2.2,1.85,5157160,4800356,1,1
queen010x010,100,1470,queen010x010_01_0612,9,7535369,10,72,74,91,2580.08,2343.39,3587.0,2590.44,2352.32,3600.0,137420340,136441572,274092296,2589.285893,2351.149422,,523184,510361,,1,1,0,,,,90.66,2.09,80.12,1.86,58803488,4802652,1,1
queen010x010,100,1470,queen010x010_02_5832,9,7535369,11,72,74,91,3268.43,2650.74,3586.86,3281.41,2661.32,3600.0,137418380,136439068,274748076,3277.787069,2657.1636,,523184,510361,,1,1,0,,,,90.66,2.09,80.12,1.86,58803488,4802652,1,1
queen010x010,100,1470,queen010x010_03_7635,9,7535369,13,72,74,91,3016.8699,2304.16,3586.29,3028.38,2313.17,3600.0,137420540,136442588,274092720,3022.816536,2309.988673,,523184,510361,,1,1,0,,,,90.66,2.09,80.12,1.86,58803488,4802652,1,1
queen010x010,100,1470,queen010x010_04_2943,9,7535369,14,72,74,91,2594.79,2309.43,3586.33,2605.07,2318.35,3600.0,137420164,136442596,274091552,2600.670586,2313.959771,,523184,510361,,1,1,0,,,,90.66,2.09,80.12,1.86,58803488,4802652,1,1
queen020x020,400,12540,queen020x020_01_7075,19,,,,302,381,,1796.7799,1796.36,,1800.45,1800.48,,137557708,145655328,,,,,,,0,0,0,,,,,2.91,,2.0,,4876344,0,1
queen020x020,400,12540,queen020x020_02_4815,19,,,,302,381,,1796.73,1796.38,,1800.45,1800.49,,137691040,144376392,,,,,,,0,0,0,,,,,2.91,,2.0,,4876344,0,1
queen020x020,400,12540,queen020x020_03_8667,19,,,,302,381,,1796.73,1796.33,,1800.45,1800.48,,137557084,145655328,,,,,,,0,0,0,,,,,2.91,,2.0,,4876344,0,1
queen020x020,400,12540,queen020x020_04_0961,19,,,,302,381,,1796.76,1796.3799,,1800.45,1800.48,,137491948,144460916,,,,,,,0,0,0,,,,,2.91,,2.0,,4876344,0,1
queen030x030,900,43210,queen030x030_01_3761,29,,,,699,871,,1796.7,1796.5399,,1800.53,1800.82,,136907848,232321160,,,,,,,0,0,0,,,,,3.4000000000000004,,2.4,,5105796,0,1
queen030x030,900,43210,queen030x030_02_4963,29,,,,699,871,,1796.76,1796.7,,1800.53,1800.84,,136808844,232317804,,,,,,,0,0,0,,,,,3.4000000000000004,,2.4,,5105796,0,1
queen030x030,900,43210,queen030x030_03_7394,29,,,,699,871,,1796.6499,1796.78,,1800.54,1800.86,,136908496,232318980,,,,,,,0,0,0,,,,,3.4000000000000004,,2.4,,5105796,0,1
queen030x030,900,43210,queen030x030_04_9144,29,,,,699,871,,1796.6399,1796.7001,,1800.53,1800.83,,136908632,233599608,,,,,,,0,0,0,,,,,3.4000000000000004,,2.4,,5105796,0,1
queen040x040,1600,103480,queen040x040_01_6291,39,,,,1260,1561,,1796.74,1797.04,,1800.64,1801.08,,138203868,264338776,,,,,,,0,0,0,,,,,5.0,,3.72,,5798188,0,1
queen040x040,1600,103480,queen040x040_02_9487,39,,,,1260,1561,,1796.74,1796.87,,1800.69,1800.88,,138273364,264415072,,,,,,,0,0,0,,,,,5.0,,3.72,,5798188,0,1
queen040x040,1600,103480,queen040x040_03_7037,39,,,,1260,1561,,1796.71,1796.98,,1800.65,1801.06,,138204508,264338308,,,,,,,0,0,0,,,,,5.0,,3.72,,5798188,0,1
queen040x040,1600,103480,queen040x040_04_8369,39,,,,1260,1561,,1796.8099,1797.0,,1800.47,1801.06,,138370244,264412460,,,,,,,0,0,0,,,,,5.0,,3.72,,5798188,0,1
queen050x050,2500,203350,queen050x050_01_6006,49,,,,2000,2451,,1796.83,1797.0801,,1800.74,1801.22,,137128984,268957808,,,,,,,0,0,0,,,,,11.44,,10.26,,7883228,0,1
queen050x050,2500,203350,queen050x050_02_6166,49,,,,2000,2451,,1796.86,1797.1499,,1800.71,1801.26,,137126540,268958872,,,,,,,0,0,0,,,,,11.44,,10.26,,7883228,0,1
queen050x050,2500,203350,queen050x050_03_0562,49,,,,2000,2451,,1796.8,1797.1699,,1800.75,1801.21,,137128344,268959512,,,,,,,0,0,0,,,,,11.44,,10.26,,7883228,0,1
queen050x050,2500,203350,queen050x050_04_9047,49,,,,2000,2451,,1797.0,1797.16,,1800.78,1801.24,,137146344,268941404,,,,,,,0,0,0,,,,,11.44,,10.26,,7883228,0,1
queen060x060,3600,352820,queen060x060_01_8336,59,,,,2889,3541,,1796.98,1797.32,,1800.88,1801.42,,137303252,267988808,,,,,,,0,0,0,,,,,33.12,,31.99,,12828596,0,1
queen060x060,3600,352820,queen060x060_02_6710,59,,,,2889,3541,,1796.99,1797.36,,1800.89,1801.43,,137205492,267990468,,,,,,,0,0,0,,,,,33.12,,31.99,,12828596,0,1
queen060x060,3600,352820,queen060x060_03_1394,59,,,,2889,3541,,1797.03,1797.12,,1800.86,1801.11,,137205460,268310656,,,,,,,0,0,0,,,,,33.12,,31.99,,12828596,0,1
queen060x060,3600,352820,queen060x060_04_3799,59,,,,2889,3541,,1797.02,1797.42,,1800.89,1801.43,,137206156,267989888,,,,,,,0,0,0,,,,,33.12,,31.99,,12828596,0,1
queen070x070,4900,561890,queen070x070_01_1828,69,,,,3905,4831,,1797.16,1797.5499,,1800.99,1801.59,,137574508,269721992,,,,,,,0,0,0,,,,,74.89999999999999,,73.78,,23390396,0,1
queen070x070,4900,561890,queen070x070_02_8683,69,,,,3905,4831,,1797.05,1797.5599,,1800.95,1801.56,,137574492,269738552,,,,,,,0,0,0,,,,,74.89999999999999,,73.78,,23390396,0,1
queen070x070,4900,561890,queen070x070_03_1545,69,,,,3905,4831,,1797.0599,1797.57,,1800.99,1801.57,,137553920,269733636,,,,,,,0,0,0,,,,,74.89999999999999,,73.78,,23390396,0,1
queen070x070,4900,561890,queen070x070_04_7426,69,,,,3905,4831,,1797.03,1797.56,,1800.98,1801.59,,137555468,270282888,,,,,,,0,0,0,,,,,74.89999999999999,,73.78,,23390396,0,1
queen080x080,6400,840560,queen080x080_01_0297,79,,,,5184,6321,,1797.09,1797.7101,,1801.08,1801.69,,139570928,266577292,,,,,,,0,0,0,,,,,152.9,,151.76,,44036732,0,1
queen080x080,6400,840560,queen080x080_02_2368,79,,,,5184,6321,,1797.13,1797.6699,,1801.11,1801.67,,139564004,266763888,,,,,,,0,0,0,,,,,152.9,,151.76,,44036732,0,1
queen080x080,6400,840560,queen080x080_03_0355,79,,,,5184,6321,,1797.1499,1797.22,,1801.09,1801.23,,139463852,266870188,,,,,,,0,0,0,,,,,152.9,,151.76,,44036732,0,1
queen080x080,6400,840560,queen080x080_04_4954,79,,,,5184,6321,,1797.27,1797.69,,1801.1,1801.68,,139463880,267340956,,,,,,,0,0,0,,,,,152.9,,151.76,,44036732,0,1
queen090x090,8100,1198830,queen090x090_01_8978,89,,,,6621,8011,,1797.1,1797.63,,1801.09,1801.68,,136100568,269822780,,,,,,,0,0,0,,,,,287.8,,280.13,,58549788,0,1
queen090x090,8100,1198830,queen090x090_02_0808,89,,,,6621,8011,,1797.08,1797.67,,1801.04,1801.67,,136075892,270074176,,,,,,,0,0,0,,,,,287.8,,280.13,,58549788,0,1
queen090x090,8100,1198830,queen090x090_03_9570,89,,,,6621,8011,,1797.1699,1797.79,,1801.07,1801.81,,136060976,270388384,,,,,,,0,0,0,,,,,287.8,,280.13,,58549788,0,1
queen090x090,8100,1198830,queen090x090_04_1188,89,,,,6621,8011,,1797.21,1797.64,,1801.04,1801.66,,136147028,270312256,,,,,,,0,0,0,,,,,287.8,,280.13,,58549788,0,1
queen100x100,10000,1646700,queen100x100_01_3955,99,,,,8132,9901,,10.61,10.33,,10.63,10.36,,742684,744724,,,,,,,0,-1,-1,,The number of vertices,The number of vertices,,495.61,,476.4,,58571972,0,1
queen100x100,10000,1646700,queen100x100_02_1699,99,,,,8132,9901,,10.59,10.280001,,10.61,10.31,,742688,744724,,,,,,,0,-1,-1,,The number of vertices,The number of vertices,,495.61,,476.4,,58571972,0,1
queen100x100,10000,1646700,queen100x100_03_6670,99,,,,8132,9901,,10.62,10.32,,10.65,10.35,,742684,744728,,,,,,,0,-1,-1,,The number of vertices,The number of vertices,,495.61,,476.4,,58571972,0,1
queen100x100,10000,1646700,queen100x100_04_0618,99,,,,8132,9901,,10.55,10.29,,10.58,10.31,,742684,742684,,,,,,,0,-1,-1,,The number of vertices,The number of vertices,,495.61,,476.4,,58571972,0,1
queen200x200,40000,13253400,queen200x200_01_0761,199,,,,,39801,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0,0
queen200x200,40000,13253400,queen200x200_02_3057,199,,,,,39801,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0,0
queen200x200,40000,13253400,queen200x200_03_0327,199,,,,,39801,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0,0
queen200x200,40000,13253400,queen200x200_04_4796,199,,,,,39801,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0,0
sp001,13,66,sp001_01,2,26,11,10,10,11,0.01,0.0,0.02,0.01,0.01,0.02,33012,33012,31744,0.001001,0.001,0.000998,22,22,23,1,1,1,,,,1.83,1.93,1.79,1.83,4786472,4794252,1,1
sp002,26,150,sp002_01,4,523,33,10,10,11,0.01,0.01,0.03,0.02,0.01,0.03,33012,33008,33008,0.003451,0.003424,0.003533,45,45,52,1,1,1,,,,1.87,1.94,1.8,1.83,4792376,4794320,1,1
sp003,39,234,sp003_01,6,10487,77,10,10,11,0.03,0.02,0.03,0.03,0.03,0.04,33012,33012,33792,0.007383,0.007396,0.007428,68,68,81,1,1,1,,,,1.87,1.97,1.8,1.84,4792588,4811268,1,1
sp004,52,318,sp004_01,8,210289,165,10,10,11,0.060000002,0.060000002,0.08,0.07,0.07,0.08,34036,34036,32768,0.012746,0.0129,0.012925,91,91,110,1,1,1,,,,1.9,1.97,1.82,1.84,4794708,4796376,1,1
sp005,65,402,sp005_01,10,4216790,341,10,10,11,0.17999999,0.2,0.19999999,0.19,0.2,0.21,35060,34036,33792,0.020147,0.020673,0.020254,114,114,139,1,1,1,,,,1.93,2.01,1.82,1.84,4802520,4798948,1,1
sp006,78,486,sp006_01,12,84556576,693,10,10,11,0.57,0.54,0.61,0.58,0.55,0.62,38132,38132,37888,0.029032,0.028591,0.028756,137,137,168,1,1,1,,,,1.99,2.04,1.86,1.86,4806344,4800780,1,1
sp007,91,570,sp007_01,14,1695558599,1397,10,10,11,1.7600001,1.74,2.2900002,1.77,1.76,2.3,78940,78424,76480,0.03856,0.038402,0.039254,160,160,197,1,1,1,,,,2.04,2.02,1.85,1.85,4807116,4800484,1,1
sp008,104,654,sp008_01,16,33999945346,2805,10,10,11,5.27,5.28,7.42,5.29,5.3,7.44,273496,273156,275440,0.049841,0.049962,0.050837,183,183,226,1,1,1,,,,2.07,2.03,1.86,1.85,4835420,4800696,1,1
sp009,117,738,sp009_01,18,681779022095,5621,10,10,11,15.52,15.47,18.73,15.59,15.53,18.79,577236,579200,575048,0.063741,0.063062,0.065554,206,206,255,1,1,1,,,,2.1,2.06,1.86,1.86,4826644,4802852,1,1
sp010,130,822,sp010_01,20,13671275945845,11253,10,10,11,42.870003,42.86,46.940002,43.04,43.03,47.08,2115724,2103992,2113476,0.077871,0.077763,0.081037,229,229,284,1,1,1,,,,2.15,2.09,1.89,1.86,4831552,4804000,1,1
sp011,143,906,sp011_01,22,274141297884341,22517,10,10,11,114.87,115.24,145.39,115.3,115.67,145.89,4402036,4411368,4392544,0.096141,0.096263,0.093977,252,252,313,1,1,1,,,,2.2,2.12,1.9,1.88,4848144,4802616,1,1
sp012,156,990,sp012_01,24,5497179012654760,45045,10,10,11,297.7,296.97998,307.68,298.77,298.08002,308.71,9101636,9086284,9126736,0.113168,0.113892,0.112262,275,275,342,1,1,1,,,,2.29,2.12,1.93,1.87,4861324,4804568,1,1
sp013,169,1074,sp013_01,26,110231392826925386,90101,10,10,11,761.16003,762.92004,768.77997,763.91,765.73,771.28,33592156,33598908,33712536,0.131957,0.132214,0.131097,298,298,371,1,1,1,,,,2.37,2.13,1.97,1.89,4884472,4804240,1,1
sp014,182,1158,sp014_01,28,2210399176849046821,180213,10,10,11,1887.18,1895.8,1907.91,1893.08,1902.01,1914.45,68664688,68668224,68802772,0.153206,0.151754,0.15321,321,321,400,1,1,1,,,,2.42,2.14,2.0,1.89,4906940,4820396,1,1
sp015,195,1242,sp015_01,30,44323712108820516566,,10,10,11,3587.91,3588.1099,3588.12,3600.0,3600.0,3600.0,140184524,140187288,140173208,0.175748,0.173737,0.172984,344,344,429,0,0,0,,,,2.55,2.15,2.06,1.89,4940520,4806932,1,1
sp016,208,1326,sp016_01,32,888794872746086303527,,10,10,11,3590.9202,3590.98,3587.0298,3604.0,3604.0,3600.0,269511912,269965816,269856176,0.199325,0.197624,0.200766,367,367,458,0,0,0,,,,2.7,2.19,2.12,1.88,4971616,4807712,1,1
sp017,221,1410,sp017_01,34,17822431566207395633927,,10,10,11,3590.81,3590.67,3586.47,3604.0,3604.0,3600.0,269092048,268402040,272590860,0.226816,0.224211,0.22545,390,390,487,0,0,0,,,,2.78,2.18,2.14,1.88,5005468,4810244,1,1
sp018,234,1494,sp018_01,36,357381749909002819498633,,10,10,11,3591.9,3593.12,3586.56,3606.0,3607.0,3600.0,268191180,266022380,271712360,0.253826,0.253753,0.254424,413,413,516,0,0,0,,,,2.95,2.18,2.25,1.87,5035932,4809824,1,1
sp019,247,1578,sp019_01,38,7166346224619009871910114,,10,10,11,3593.38,3591.58,3593.71,3608.0,3605.0,3608.0,265044764,265354588,265532836,0.30252,0.301764,0.30514,436,436,545,0,0,0,,,,3.01,2.2,2.26,1.87,5084536,4820184,1,1
sp020,260,1662,sp020_01,40,143702128673855407653334840,,10,10,11,3587.6301,3593.02,3593.0698,3600.0,3606.0,3607.0,270618680,265915960,266623168,0.313629,0.340749,0.346903,459,459,574,0,0,0,,,,3.19,2.21,2.34,1.87,5136284,4815440,1,1
sp021,273,1746,sp021_01,42,2881566301451636165758105547,,10,10,11,3594.4402,3589.7,3593.95,3607.0,3600.0,3607.0,265327016,269421520,265338400,0.376966,0.354253,0.377872,482,482,603,0,0,0,,,,3.54,2.23,2.46,1.88,5210440,4816796,1,1
sp022,286,1830,sp022_01,44,57782194503931197732687355894,,10,10,11,3590.94,3591.0798,3591.4202,3604.0,3604.0,3605.0,266998868,266977928,266653176,0.461076,0.381718,0.386806,505,505,632,0,0,0,,,,3.38,2.26,2.47,1.91,5249556,4822588,1,1
sp023,299,1914,sp023_01,46,1158669158508749446227158558267,,10,10,11,3591.8398,3592.43,3591.7998,3605.0,3605.0,3605.0,267195244,267530524,267393836,0.425203,0.426799,0.425196,528,528,661,0,0,0,,,,3.39,2.27,2.51,1.92,5313032,4820236,1,1
sp024,312,1998,sp024_01,48,23234046930980371758441616626781,,10,10,11,3591.44,3591.05,3591.15,3605.0,3604.0,3604.0,267497560,267467564,267792888,0.46428,0.462601,0.457608,551,551,690,0,0,0,,,,3.51,2.27,2.58,1.93,5389100,4820916,1,1
sp025,325,2082,sp025_01,50,465897389972620115812792178449781,,10,10,11,3591.59,3591.72,3591.86,3605.0,3604.0,3605.0,267009196,267373144,267433308,0.497364,0.494316,0.502694,574,574,719,0,0,0,,,,3.56,2.27,2.65,1.9,5475592,4825204,1,1
sp026,338,2166,sp026_01,52,9342340515541891437460512344180668,,10,10,11,3591.04,3591.61,3591.22,3604.0,3604.0,3604.0,266876120,266927488,266951520,0.575319,0.567342,0.572933,597,597,748,0,0,0,,,,3.64,2.28,2.71,1.89,5561720,4821888,1,1
sp027,351,2250,sp027_01,54,187335941747741429236781480678689922,,10,10,11,3591.0798,3591.36,3591.56,3604.0,3604.0,3605.0,266194784,266211764,265865564,0.616287,0.619475,0.613638,620,620,777,0,0,0,,,,3.75,2.32,2.79,1.91,5665944,4829784,1,1
sp028,364,2334,sp028_01,56,3756527072860343096288902918096428889,,10,10,11,3590.5698,3590.52,3591.8,3604.0,3604.0,3605.0,266028248,266703788,266362236,0.670713,0.66829,0.672418,643,643,806,0,0,0,,,,3.99,2.28,3.0,1.9,5765988,4828516,1,1
sp029,377,2418,sp029_01,58,75327219739470145246452300354951448370,,10,10,11,3590.9202,3591.55,3590.85,3604.0,3604.0,3604.0,266249880,266213164,265934252,0.713063,0.718132,0.716125,666,666,835,0,0,0,,,,3.88,2.32,2.98,1.92,5871500,4838340,1,1
sp030,390,2502,sp030_01,60,1510488257804010989454571691497804086211,,10,10,11,3590.99,3591.87,3590.98,3604.0,3605.0,3604.0,265537144,265541892,265107408,0.772859,0.761282,0.768343,689,689,864,0,0,0,,,,3.97,2.33,3.08,1.93,6015768,4843952,1,1
