graph_name,vertices,edges,dat_file,tokens,independent_sets,reconfiguration_sequence_length,pw_opt,pw_heur,pw_orig,cpu_time_opt,cpu_time_heur,cpu_time_orig,wallclock_time_opt,wallclock_time_heur,wallclock_time_orig,max_memory_opt,max_memory_heur,max_memory_orig,zdd_time_opt,zdd_time_heur,zdd_time_orig,zdd_size_opt,zdd_size_heur,zdd_size_orig,solved?_opt,solved?_heur,solved?_orig,error_opt,error_heur,error_orig,cpu_time_opt_preprocess,cpu_time_heur_preprocess,wallclock_time_opt_preprocess,wallclock_time_heur_preprocess,max_memory_opt_preprocess,max_memory_heur_preprocess,solved?_opt_preprocess,solved?_heur_preprocess
le450_25d,450,17425,le450_25d_02,42,,,,344,416,,7187.35,7181.3604,,7207.0,7204.0,,281485036,547401104,,,,,,,0,0,0,,,,,2.98,,2.04,,4893856,0,1
le450_5a,450,5714,le450_5a_01,89,,,,246,384,,7188.61,7184.1797,,7208.0,7204.0,,275366244,553408956,,,,,,,0,0,0,,,,,2.53,,1.97,,4877832,0,1
le450_5a,450,5714,le450_5a_02,89,,,,246,384,,7188.56,7183.29,,7207.0,7204.0,,282905492,553406264,,,,,,,0,0,0,,,,,2.53,,1.97,,4877832,0,1
le450_5b,450,5734,le450_5b_01,89,,,,266,382,,7184.85,7183.33,,7207.0,7204.0,,277151508,547232936,,,,,,,0,0,0,,,,,2.39,,1.95,,4851716,0,1
le450_5b,450,5734,le450_5b_02,89,,,,266,382,,3591.0798,3587.5,,3604.0,3600.0,,137494128,285418900,,,,,,,0,0,0,,,,,2.39,,1.95,,4851716,0,1
le450_5c,450,9803,le450_5c_01,89,,,,274,402,,1796.51,1796.34,,1800.45,1800.48,,136995792,144132152,,,,,,,0,0,0,,,,,2.88,,2.0,,4880212,0,1
le450_5c,450,9803,le450_5c_02,89,,,,274,402,,1796.4299,1796.36,,1800.45,1800.48,,136995792,143968332,,,,,,,0,0,0,,,,,2.88,,2.0,,4880212,0,1
le450_5d,450,9757,le450_5d_01,89,,,,278,405,,1796.54,1796.3,,1800.45,1800.48,,135034268,143771104,,,,,,,0,0,0,,,,,2.87,,1.98,,4881964,0,1
le450_5d,450,9757,le450_5d_02,89,,,,278,405,,1796.5,1796.3401,,1800.44,1800.47,,135034268,143771104,,,,,,,0,0,0,,,,,2.87,,1.98,,4881964,0,1
miles1000,128,3216,miles1000_01,8,2500822,3,49,50,123,1.18,1.17,39.84,1.2,1.18,40.03,153512,153204,4244124,1.170043,1.148085,39.933722,688,690,59247,1,1,1,,,,2.34,2.18,1.94,1.89,4868900,4807348,1,1
miles1000,128,3216,miles1000_02,7,2500822,5,49,50,123,1.2299999,1.22,37.31,1.25,1.23,37.47,153648,153792,4250420,1.171792,1.154567,36.207096,688,690,59247,1,1,1,,,,2.34,2.18,1.94,1.89,4868900,4807348,1,1
miles1500,128,5198,miles1500_01,5,14030,2,77,77,125,2.04,2.07,8.2699995,2.05,2.08,8.31,274252,274012,554940,2.0172,2.039248,8.228989,310,310,2334,1,1,1,,,,2.25,2.2,1.9,1.9,4843048,4825480,1,1
miles1500,128,5198,miles1500_02,4,14030,3,77,77,125,2.06,2.06,8.700001,2.08,2.08,8.74,274136,273392,556424,2.035274,2.037098,8.682286,310,310,2334,1,1,1,,,,2.25,2.2,1.9,1.9,4843048,4825480,1,1
miles500,128,1170,miles500_01,18,892734883938,7,22,30,104,0.21000001,0.66999996,1185.6699,0.21,0.68,1190.13,38132,77044,71261916,0.165315,0.590669,1180.277709,2035,6471,11786143,1,1,1,,,,3.71,2.11,2.79,1.88,5783228,4802516,1,1
miles500,128,1170,miles500_02,17,892734883938,10,22,30,104,0.61,2.58,1550.62,0.62,2.59,1556.12,42080,152524,132713024,0.165177,0.589155,1185.604974,2035,6471,11786143,1,1,1,,,,3.71,2.11,2.79,1.88,5783228,4802516,1,1
miles750,128,2113,miles750_01,12,245547105,4,36,48,115,0.55999994,2.56,152.73,0.56,2.57,153.29001,73968,273196,16579148,0.541311,2.547133,152.989224,1501,10322,507692,1,1,1,,,,3.1,2.12,2.32,1.86,5124880,4804480,1,1
miles750,128,2113,miles750_02,11,245547105,6,36,48,115,0.59999996,2.6299999,151.56999,0.6,2.65,152.16,74960,274084,16636740,0.538015,2.56243,151.303098,1501,10322,507692,1,1,1,,,,3.1,2.12,2.32,1.86,5124880,4804480,1,1
mug100_1,100,166,mug100_1_01,33,899476914678948928,11,5,16,26,0.08,6.3399997,16.52,0.09,6.37,16.58,35060,278148,563840,0.01235,0.153291,1.265694,534,97170,312529,1,1,1,,,,2.16,2.0,1.92,1.83,4857600,4796104,1,1
mug100_1,100,166,mug100_1_02,32,899476914678948928,18,5,16,26,1.13,722.26,3018.29,1.14,725.31,3030.48,39156,8775640,33644552,0.012502,0.154136,1.153543,534,97170,312529,1,1,1,,,,2.16,2.0,1.92,1.83,4857600,4796104,1,1
mug100_25,100,166,mug100_25_01,33,917236423320766528,15,6,17,32,0.17,51.670002,229.93999,0.17,51.86,230.84,36084,1177504,8672444,0.01308,0.352407,8.303033,681,154012,823723,1,1,1,,,,2.48,2.01,2.07,1.84,4970652,4797672,1,1
mug100_25,100,166,mug100_25_02,32,917236423320766528,21,6,17,32,7.15,1689.68,3585.5498,7.19,1696.69,3600.0,72672,18026168,67859728,0.01318,0.354114,5.442245,681,154012,823723,1,1,0,,,,2.48,2.01,2.07,1.84,4970652,4797672,1,1
mug88_1,88,146,mug88_1_01,29,6657407284552416,9,5,11,31,0.04,0.09,20.400002,0.05,0.1,20.46,34036,36084,1132244,0.010088,0.016223,17.783481,455,4932,893642,1,1,1,,,,2.05,1.97,1.86,1.85,4827420,4796168,1,1
mug88_1,88,146,mug88_1_02,28,6657407284552416,20,5,11,31,0.38,21.699999,1084.6799,0.38,21.77,1088.91,37108,294720,34034040,0.009965,0.016256,14.826937,455,4932,893642,1,1,1,,,,2.05,1.97,1.86,1.85,4827420,4796168,1,1
mug88_25,88,146,mug88_25_01,29,6219522864915696,7,5,10,32,0.03,0.04,16.19,0.04,0.05,16.28,34036,34036,1108120,0.010111,0.011654,14.770253,493,1974,1783217,1,1,1,,,,2.05,1.95,1.85,1.83,4826444,4797364,1,1
mug88_25,88,146,mug88_25_02,28,6219522864915696,19,5,10,32,0.51,188.6,3585.87,0.52,189.4,3600.0,38132,152380,67017200,0.010146,0.0117,11.625705,493,1974,1783217,1,1,0,,,,2.05,1.95,1.85,1.83,4826444,4797364,1,1
myciel3,11,20,myciel3_01,4,103,2,5,5,7,0.01,0.0,0.01,0.01,0.01,0.01,31988,33012,31988,0.000363,0.000336,0.000349,29,29,48,1,1,1,,,,1.82,1.92,1.78,1.81,4798828,4794172,1,1
myciel3,11,20,myciel3_02,4,103,3,5,5,7,0.0,0.0,0.0,0.01,0.01,0.01,33012,33012,33012,0.000343,0.000346,0.000358,29,29,48,1,1,1,,,,1.82,1.92,1.78,1.81,4798828,4794172,1,1
myciel4,23,71,myciel4_01,10,7407,1,10,11,17,0.01,0.0,0.01,0.01,0.01,0.01,33012,33012,33016,0.002062,0.001981,0.002653,192,198,593,1,1,1,,,,1.85,1.95,1.8,1.85,4788464,4794156,1,1
myciel4,23,71,myciel4_02,10,7407,1,10,11,17,0.01,0.01,0.0,0.01,0.01,0.01,33012,33016,33012,0.002054,0.001975,0.002652,192,198,593,1,1,1,,,,1.85,1.95,1.8,1.85,4788464,4794156,1,1
myciel5,47,236,myciel5_01,22,39473983,1,20,20,38,0.04,0.04,0.11,0.05,0.05,0.11,34036,34036,35060,0.035294,0.035607,0.094955,1869,1869,18724,1,1,1,,,,2.7,1.95,2.12,1.82,5064464,4794124,1,1
myciel5,47,236,myciel5_02,22,39473983,1,20,20,38,0.04,0.04,0.11,0.05,0.05,0.11,34036,34040,36080,0.035523,0.035497,0.096554,1869,1869,18724,1,1,1,,,,2.7,1.95,2.12,1.82,5064464,4794124,1,1
myciel6,95,755,myciel6_01,46,1079054920080607,1,38,39,82,24.039999,20.91,67.659996,24.11,21.02,67.96,1133356,1114184,4622844,24.071623,20.97465,66.714763,60229,65932,3821400,1,1,1,,,,787.34,2.07,711.51,1.86,59908860,4802388,1,1
myciel6,95,755,myciel6_02,46,1079054920080607,1,38,39,82,24.14,20.91,63.59,24.24,21.01,63.81,1133280,1114324,4623884,24.201215,20.966096,62.593035,60229,65932,3821400,1,1,1,,,,787.34,2.07,711.51,1.86,59908860,4802388,1,1
myciel7,191,2360,myciel7_01,94,,,,76,172,,1796.38,1796.23,,1800.23,1800.43,,74664928,143492868,,,,,,,0,0,0,,,,,2.17,,1.87,,4824980,0,1
myciel7,191,2360,myciel7_02,94,,,,76,172,,1796.47,1796.14,,1800.29,1800.43,,116608352,143327416,,,,,,,0,0,0,,,,,2.17,,1.87,,4824980,0,1
qg.order100,10000,990000,qg.order100_01,99,,,,5049,9900,,5.15,5.44,,5.17,5.46,,461728,459688,,,,,,,0,-1,-1,,The number of vertices,The number of vertices,,321.03000000000003,,301.78,,58554960,0,1
qg.order100,10000,990000,qg.order100_02,99,,,,5049,9900,,5.14,5.47,,5.16,5.48,,461728,459688,,,,,,,0,-1,-1,,The number of vertices,The number of vertices,,321.03000000000003,,301.78,,58554960,0,1
qg.order30,900,26100,qg.order30_01,29,,,,464,870,,1796.94,1796.58,,1800.55,1800.89,,144364768,253898572,,,,,,,0,0,0,,,,,3.23,,2.24,,5072916,0,1
qg.order30,900,26100,qg.order30_02,29,,,,464,870,,1796.91,1796.5801,,1800.58,1800.81,,144365576,265008000,,,,,,,0,0,0,,,,,3.23,,2.24,,5072916,0,1
qg.order40,1600,62400,qg.order40_01,39,,,,819,1560,,1797.0499,1796.76,,1800.68,1801.05,,144831776,265605756,,,,,,,0,0,0,,,,,4.62,,3.61,,5649604,0,1
qg.order40,1600,62400,qg.order40_02,39,,,,819,1560,,1797.05,1796.88,,1800.69,1801.08,,144700904,265541036,,,,,,,0,0,0,,,,,4.62,,3.61,,5649604,0,1
qg.order60,3600,212400,qg.order60_01,59,,,,1829,3540,,1797.1,1797.2,,1800.97,1801.35,,146130164,268104148,,,,,,,0,0,0,,,,,17.66,,16.5,,14794088,0,1
qg.order60,3600,212400,qg.order60_02,59,,,,1829,3540,,1797.13,1797.16,,1800.98,1801.32,,146109008,268115588,,,,,,,0,0,0,,,,,17.66,,16.5,,14794088,0,1
queen10_10,100,1470,queen10_10_01,9,7535369,8,72,74,91,2562.1099,2277.42,3587.0,2572.16,2286.26,3600.0,137453472,136486532,274794664,2571.340878,2285.45225,,523184,510361,,1,1,0,,,,90.63,2.1,81.07,1.86,58807548,4802260,1,1
queen10_10,100,1470,queen10_10_02,9,7535369,11,72,74,91,2569.76,2285.52,3587.36,2579.95,2294.3,3600.0,137454780,136487296,274138884,2578.435628,2292.882902,,523184,510361,,1,1,0,,,,90.63,2.1,81.07,1.86,58807548,4802260,1,1
queen11_11,121,1980,queen11_11_01,10,,,87,88,111,3587.03,3586.24,3586.51,3600.0,3600.0,3600.0,143713644,143115160,277520488,,,,,,,0,0,0,,,,1327.58,2.12,1027.18,1.86,63032520,4820744,1,1
queen11_11,121,1980,queen11_11_02,10,,,87,88,111,3586.11,3586.25,3586.5,3600.0,3600.0,3600.0,143712492,143115928,278176884,,,,,,,0,0,0,,,,1327.58,2.12,1027.18,1.86,63032520,4820744,1,1
queen12_12,144,2596,queen12_12_01,11,,,,108,133,,1796.73,1796.2,,1800.4,1800.42,,134131724,140520060,,,,,,,0,0,0,,,,,2.17,,1.9,,4809428,0,1
queen12_12,144,2596,queen12_12_02,11,,,,108,133,,1796.47,1796.28,,1800.39,1800.42,,133770076,140455768,,,,,,,0,0,0,,,,,2.17,,1.9,,4809428,0,1
queen13_13,169,3328,queen13_13_01,12,,,,126,157,,3588.51,3585.61,,3602.0,3600.0,,144566980,281379800,,,,,,,0,0,0,,,,,2.2,,1.9,,4809660,0,1
queen13_13,169,3328,queen13_13_02,12,,,,126,157,,3586.45,3586.95,,3600.0,3600.0,,146044012,280987628,,,,,,,0,0,0,,,,,2.2,,1.9,,4809660,0,1
queen14_14,196,4186,queen14_14_01,13,,,,147,183,,1796.54,1796.25,,1800.41,1800.43,,135507748,141029680,,,,,,,0,0,0,,,,,2.21,,1.89,,4814160,0,1
queen14_14,196,4186,queen14_14_02,13,,,,147,183,,1796.56,1796.3201,,1800.41,1800.43,,135507172,141029680,,,,,,,0,0,0,,,,,2.21,,1.89,,4814160,0,1
queen15_15,225,5180,queen15_15_01,14,,,,170,211,,3586.49,3586.64,,3600.0,3600.0,,150759896,286513104,,,,,,,0,0,0,,,,,2.28,,1.9,,4819044,0,1
queen15_15,225,5180,queen15_15_02,14,,,,170,211,,3586.53,3587.05,,3600.0,3600.0,,149401856,286324320,,,,,,,0,0,0,,,,,2.28,,1.9,,4819044,0,1
queen16_16,256,6320,queen16_16_01,15,,,,193,241,,1796.65,1796.29,,1800.41,1800.47,,134327744,147227288,,,,,,,0,0,0,,,,,2.32,,1.92,,4822664,0,1
queen16_16,256,6320,queen16_16_02,15,,,,193,241,,1796.65,1796.28,,1800.41,1800.47,,134033460,147227288,,,,,,,0,0,0,,,,,2.32,,1.92,,4822664,0,1
queen5_5,25,160,queen5_5_01,4,462,7,18,19,21,0.02,0.01,0.02,0.02,0.02,0.03,33016,33012,31744,0.006626,0.00663,0.008936,187,186,193,1,1,1,,,,1.88,1.93,1.83,1.82,4789500,4795256,1,1
queen5_5,25,160,queen5_5_02,4,462,7,18,19,21,0.01,0.01,0.01,0.02,0.02,0.02,33012,33012,33012,0.006634,0.006646,0.008461,187,186,193,1,1,1,,,,1.88,1.93,1.83,1.82,4789500,4795256,1,1
queen6_6,36,290,queen6_6_01,5,2635,8,25,25,31,0.05,0.05,0.120000005,0.06,0.06,0.12,34036,34036,34816,0.04291,0.042878,0.094869,750,750,841,1,1,1,,,,1.91,1.96,1.82,1.82,4791664,4796364,1,1
queen6_6,36,290,queen6_6_02,5,2635,9,25,25,31,0.060000002,0.05,0.089999996,0.06,0.06,0.1,34036,34036,36084,0.042761,0.042559,0.082451,750,750,841,1,1,1,,,,1.91,1.96,1.82,1.82,4791664,4796364,1,1
queen7_7,49,476,queen7_7_01,6,16870,11,35,35,43,0.52,0.52,3.38,0.53,0.53,3.4,72724,73436,267592,0.48732,0.485685,3.278408,3463,3463,4002,1,1,1,,,,2.16,2.0,1.89,1.83,4863372,4800388,1,1
queen7_7,49,476,queen7_7_02,6,16870,8,35,35,43,0.5,0.5,1.75,0.51,0.51,1.76,72548,72192,267580,0.483543,0.486395,1.737879,3463,3463,4002,1,1,1,,,,2.16,2.0,1.89,1.83,4863372,4800388,1,1
queen8_12,96,1368,queen8_12_01,8,4558093,10,65,68,85,1053.46,1056.15,3586.1902,1057.74,1060.4,3600.0,66521896,66506604,277035320,1046.894532,1049.635822,,271991,273418,,1,1,0,,,,16.76,2.1,15.66,1.87,21475520,4802592,1,1
queen8_12,96,1368,queen8_12_02,7,4558093,6,65,68,85,1048.84,1037.88,3586.32,1053.11,1041.95,3600.0,66522984,66475404,277373360,1048.223903,1037.149382,,271991,273418,,1,1,0,,,,16.76,2.1,15.66,1.87,21475520,4802592,1,1
queen8_8,64,728,queen8_8_01,7,118969,9,45,47,57,9.17,7.8700004,30.95,9.22,7.91,31.06,570064,559804,2247496,9.128275,7.808634,30.756547,17366,16607,20243,1,1,1,,,,2.95,2.02,2.17,1.85,5150504,4800332,1,1
queen8_8,64,728,queen8_8_02,7,118969,9,45,47,57,9.160001,7.82,28.359999,9.21,7.84,28.47,572060,559972,2232424,9.141145,7.768737,28.361487,17366,16607,20243,1,1,1,,,,2.95,2.02,2.17,1.85,5150504,4800332,1,1
queen9_9,81,1056,queen9_9_01,8,915442,7,58,59,73,136.44,125.630005,401.48,136.98,126.13,402.98,8497480,8517872,33740540,136.875742,126.024244,402.762166,89538,87103,109532,1,1,1,,,,8.96,2.05,7.74,1.85,11698264,4805572,1,1
queen9_9,81,1056,queen9_9_02,8,915442,5,58,59,73,136.3,123.69,389.69998,136.85,124.2,391.17,8497476,8517872,33742388,136.751126,124.103444,390.979408,89538,87103,109532,1,1,1,,,,8.96,2.05,7.74,1.85,11698264,4805572,1,1
school1,385,19095,school1_01,41,,,,230,320,,1796.6699,1795.99,,1800.42,1800.48,,136270660,146896912,,,,,,,0,0,0,,,,,2.95,,2.02,,4894860,0,1
school1,385,19095,school1_02,40,,,,230,320,,1796.67,1795.9701,,1800.42,1800.48,,136143880,146956536,,,,,,,0,0,0,,,,,2.95,,2.02,,4894860,0,1
school1_nsh,352,14612,school1_nsh_01,39,,,,185,292,,1796.52,1796.08,,1800.24,1800.48,,74645480,146134412,,,,,,,0,0,0,,,,,2.89,,1.98,,4878728,0,1
school1_nsh,352,14612,school1_nsh_02,38,,,,185,292,,1796.53,1795.95,,1800.24,1800.47,,74645484,146134412,,,,,,,0,0,0,,,,,2.89,,1.98,,4878728,0,1
wap01a,2368,110871,wap01a_01,152,,,,654,1537,,1796.53,1796.6101,,1800.73,1801.13,,139410204,263197400,,,,,,,0,0,0,,,,,6.32,,5.12,,7226188,0,1
wap01a,2368,110871,wap01a_02,151,,,,654,1537,,1796.3701,1796.59,,1800.58,1801.13,,140293104,263185820,,,,,,,0,0,0,,,,,6.32,,5.12,,7226188,0,1
wap02a,2464,111742,wap02a_01,170,,,,657,1512,,1796.61,1796.48,,1800.71,1800.9,,139659296,231794700,,,,,,,0,0,0,,,,,6.380000000000001,,5.28,,7831192,0,1
wap02a,2464,111742,wap02a_02,169,,,,657,1512,,1796.54,1796.4099,,1800.68,1800.87,,139729320,231788916,,,,,,,0,0,0,,,,,6.380000000000001,,5.28,,7831192,0,1
wap03a,4730,286722,wap03a_01,296,,,,1445,3364,,1797.0299,1796.9501,,1801.02,1801.34,,139019600,265201380,,,,,,,0,0,0,,,,,33.61,,32.33,,22937912,0,1
wap03a,4730,286722,wap03a_02,295,,,,1445,3364,,1797.03,1796.98,,1801.02,1801.34,,139067372,265155704,,,,,,,0,0,0,,,,,33.61,,32.33,,22937912,0,1
wap04a,5231,294902,wap04a_01,341,,,,1445,3394,,1797.01,1796.91,,1801.04,1801.42,,140283260,265632036,,,,,,,0,0,0,,,,,41.19,,40.07,,33812016,0,1
wap04a,5231,294902,wap04a_02,340,,,,1445,3394,,1797.0701,1796.9099,,1801.04,1801.4,,140285644,265681336,,,,,,,0,0,0,,,,,41.19,,40.07,,33812016,0,1
wap05a,905,43081,wap05a_01,79,,,,353,674,,1796.52,1796.12,,1800.51,1800.56,,138591640,148087444,,,,,,,0,0,0,,,,,3.5,,2.35,,5080544,0,1
wap05a,905,43081,wap05a_02,78,,,,353,674,,1796.5,1795.8701,,1800.53,1800.56,,138711320,147968720,,,,,,,0,0,0,,,,,3.5,,2.35,,5080544,0,1
wap06a,947,43571,wap06a_01,85,,,,362,668,,1796.52,1796.2,,1800.52,1800.56,,139064600,145450608,,,,,,,0,0,0,,,,,3.48,,2.43,,5116956,0,1
wap06a,947,43571,wap06a_02,84,,,,362,668,,1796.53,1796.8,,1800.52,1800.55,,139164704,146094244,,,,,,,0,0,0,,,,,3.48,,2.43,,5116956,0,1
wap07a,1809,103368,wap07a_01,138,,,,693,1454,,1796.54,1797.0299,,1800.58,1800.94,,140010088,224304036,,,,,,,0,0,0,,,,,5.14,,3.94,,6149656,0,1
wap07a,1809,103368,wap07a_02,137,,,,693,1454,,1796.51,1796.88,,1800.57,1800.85,,139989980,191504136,,,,,,,0,0,0,,,,,5.14,,3.94,,6149656,0,1
wap08a,1870,104176,wap08a_01,150,,,,616,1445,,1796.53,1796.89,,1800.64,1800.7,,142683940,148895164,,,,,,,0,0,0,,,,,5.42,,4.16,,6416300,0,1
wap08a,1870,104176,wap08a_02,149,,,,616,1445,,1796.54,1796.9,,1800.62,1800.69,,142284312,149541820,,,,,,,0,0,0,,,,,5.42,,4.16,,6416300,0,1
will199GPIA,701,6772,will199GPIA_01,190,,,,84,399,,1796.5801,1796.39,,1800.24,1800.44,,73929492,144292768,,,,,,,0,0,0,,,,,2.97,,2.06,,4942412,0,1
will199GPIA,701,6772,will199GPIA_02,189,,,,84,399,,1796.55,1796.38,,1800.24,1800.45,,73951764,143631288,,,,,,,0,0,0,,,,,2.97,,2.06,,4942412,0,1
grid004x004,16,24,grid004x004_01,7,1234,-1,4,4,4,0.0,0.0,0.0,0.01,0.01,0.01,33012,33012,33012,0.000462,0.000456,0.00045,43,43,48,1,1,1,,,,1.84,1.92,1.8,1.81,4786372,4794068,1,1
grid004x004,16,24,grid004x004_02,7,1234,-1,4,4,4,0.01,0.0,0.0,0.01,0.01,0.01,33012,33012,33012,0.000456,0.000458,0.000472,43,43,48,1,1,1,,,,1.84,1.92,1.8,1.81,4786372,4794068,1,1
grid004x004,16,24,grid004x004_03,6,1234,7,4,4,4,0.0,0.0,0.01,0.01,0.01,0.01,33012,33012,33012,0.000462,0.000453,0.000481,43,43,48,1,1,1,,,,1.84,1.92,1.8,1.81,4786372,4794068,1,1
grid004x004,16,24,grid004x004_04,6,1234,8,4,4,4,0.0,0.01,0.0,0.01,0.01,0.01,33012,33012,33008,0.000458,0.000474,0.000473,43,43,48,1,1,1,,,,1.84,1.92,1.8,1.81,4786372,4794068,1,1
grid004x004,16,24,grid004x004_05,7,1234,-1,4,4,4,0.0,0.0,0.0,0.01,0.01,0.01,33016,33012,33012,0.000462,0.000452,0.000463,43,43,48,1,1,1,,,,1.84,1.92,1.8,1.81,4786372,4794068,1,1
grid010x010,100,180,grid010x010_01_6141,48,2030049051145980050,-1,10,10,10,0.03,0.03,0.04,0.04,0.04,0.05,34036,34036,33012,0.021416,0.021409,0.031017,4486,4486,5614,1,1,1,,,,5.34,1.98,4.4,1.86,8338996,4797280,1,1
grid010x010,100,180,grid010x010_02_0495,49,2030049051145980050,-1,10,10,10,0.03,0.03,0.04,0.03,0.03,0.05,34032,34036,34040,0.021254,0.021414,0.032728,4486,4486,5614,1,1,1,,,,5.34,1.98,4.4,1.86,8338996,4797280,1,1
grid010x010,100,180,grid010x010_03_6844,49,2030049051145980050,-1,10,10,10,0.02,0.03,0.04,0.03,0.03,0.04,34036,34036,34036,0.021458,0.021329,0.033189,4486,4486,5614,1,1,1,,,,5.34,1.98,4.4,1.86,8338996,4797280,1,1
grid010x010,100,180,grid010x010_04_4957,48,2030049051145980050,-1,10,10,10,0.03,0.03,0.049999997,0.04,0.04,0.05,34036,34036,35056,0.021464,0.021527,0.03506,4486,4486,5614,1,1,1,,,,5.34,1.98,4.4,1.86,8338996,4797280,1,1
grid020x020,400,760,grid020x020_01_9275,198,958979036662929619406859624886958746851620546557485230898539651354907499,-1,,20,20,,64.01,250.03,,64.15,250.57,,4517348,17821556,,63.23799,249.261216,,2921661,2922135,0,1,1,,,,,2.23,,1.9,,4830176,0,1
grid020x020,400,760,grid020x020_02_7550,199,958979036662929619406859624886958746851620546557485230898539651354907499,-1,,20,20,,64.159996,249.66,,64.3,250.19,,4519376,17804464,,63.399335,249.032643,,2921661,2922135,0,1,1,,,,,2.23,,1.9,,4830176,0,1
grid020x020,400,760,grid020x020_03_3902,198,958979036662929619406859624886958746851620546557485230898539651354907499,-1,,20,20,,64.64,252.66,,64.79,253.2,,4518016,17830052,,63.867958,251.818138,,2921661,2922135,0,1,1,,,,,2.23,,1.9,,4830176,0,1
grid020x020,400,760,grid020x020_04_3283,199,958979036662929619406859624886958746851620546557485230898539651354907499,-1,,20,20,,64.66,249.59,,64.8,250.13,,4519352,17805828,,63.898243,248.976932,,2921661,2922135,0,1,1,,,,,2.23,,1.9,,4830176,0,1
grid030x030,900,1740,grid030x030_01_6931,449,,,,30,30,,1796.35,1796.37,,1800.12,1800.4,,36562464,138561044,,,,,,,0,0,0,,,,,2.46,,2.02,,4966052,0,1
grid030x030,900,1740,grid030x030_02_7112,448,,,,30,30,,1796.2401,1796.36,,1800.12,1800.4,,36413904,138480896,,,,,,,0,0,0,,,,,2.46,,2.02,,4966052,0,1
grid030x030,900,1740,grid030x030_03_4248,449,,,,30,30,,1796.28,1796.3999,,1800.12,1800.4,,36561932,138564160,,,,,,,0,0,0,,,,,2.46,,2.02,,4966052,0,1
grid030x030,900,1740,grid030x030_04_2988,448,,,,30,30,,1796.28,1796.4,,1800.12,1800.4,,36414168,138483944,,,,,,,0,0,0,,,,,2.46,,2.02,,4966052,0,1
grid040x040,1600,3120,grid040x040_01_6703,799,,,,40,40,,1796.1799,1796.03,,1800.06,1800.4,,18551908,138484116,,,,,,,0,0,0,,,,,2.81,,2.32,,5581924,0,1
grid040x040,1600,3120,grid040x040_02_3552,799,,,,40,40,,1796.2201,1796.11,,1800.06,1800.4,,18551908,138484116,,,,,,,0,0,0,,,,,2.81,,2.32,,5581924,0,1
grid040x040,1600,3120,grid040x040_03_0746,798,,,,40,40,,1796.25,1796.12,,1800.06,1800.4,,18552136,138677536,,,,,,,0,0,0,,,,,2.81,,2.32,,5581924,0,1
grid040x040,1600,3120,grid040x040_04_3680,798,,,,40,40,,1796.24,1796.06,,1800.06,1800.4,,18552140,138677536,,,,,,,0,0,0,,,,,2.81,,2.32,,5581924,0,1
grid050x050,2500,4900,grid050x050_01_8271,1249,,,,50,50,,1796.25,1795.95,,1800.06,1800.43,,18574752,147878144,,,,,,,0,0,0,,,,,3.81,,3.22,,7346244,0,1
grid050x050,2500,4900,grid050x050_02_8314,1248,,,,50,50,,1796.2799,1795.96,,1800.06,1800.43,,18492280,146561676,,,,,,,0,0,0,,,,,3.81,,3.22,,7346244,0,1
grid050x050,2500,4900,grid050x050_03_4298,1249,,,,50,50,,1796.24,1795.94,,1800.06,1800.43,,18574228,147222592,,,,,,,0,0,0,,,,,3.81,,3.22,,7346244,0,1
grid050x050,2500,4900,grid050x050_04_8232,1248,,,,50,50,,1796.3401,1795.96,,1800.06,1800.43,,18574736,147872368,,,,,,,0,0,0,,,,,3.81,,3.22,,7346244,0,1
grid060x060,3600,7080,grid060x060_01_5912,1799,,,,60,60,,1796.38,1795.97,,1800.1,1800.42,,33266332,141944100,,,,,,,0,0,0,,,,,6.16,,5.21,,11954128,0,1
grid060x060,3600,7080,grid060x060_02_4571,1798,,,,60,60,,1796.2301,1795.83,,1800.1,1800.42,,33257920,141935032,,,,,,,0,0,0,,,,,6.16,,5.21,,11954128,0,1
grid060x060,3600,7080,grid060x060_03_2183,1798,,,,60,60,,1796.27,1795.89,,1800.1,1800.42,,33258440,141936080,,,,,,,0,0,0,,,,,6.16,,5.21,,11954128,0,1
grid060x060,3600,7080,grid060x060_04_3263,1799,,,,60,60,,1796.26,1795.99,,1800.1,1800.42,,33266852,141944100,,,,,,,0,0,0,,,,,6.16,,5.21,,11954128,0,1
grid070x070,4900,9660,grid070x070_01_6558,2449,,,,70,70,,1796.28,1795.8,,1800.1,1800.44,,33379784,148550812,,,,,,,0,0,0,,,,,10.55,,9.64,,22491520,0,1
grid070x070,4900,9660,grid070x070_02_7903,2448,,,,70,70,,1796.29,1795.84,,1800.1,1800.44,,33379388,148502192,,,,,,,0,0,0,,,,,10.55,,9.64,,22491520,0,1
grid070x070,4900,9660,grid070x070_03_4857,2448,,,,70,70,,1796.28,1795.65,,1800.1,1800.44,,33411488,148654420,,,,,,,0,0,0,,,,,10.55,,9.64,,22491520,0,1
grid070x070,4900,9660,grid070x070_04_3525,2449,,,,70,70,,1796.1699,1795.7201,,1800.1,1800.44,,33283800,148551168,,,,,,,0,0,0,,,,,10.55,,9.64,,22491520,0,1
grid080x080,6400,12640,grid080x080_01_9321,3199,,,,80,80,,1796.25,1795.8601,,1800.1,1800.43,,33608696,145305376,,,,,,,0,0,0,,,,,18.66,,17.63,,43035388,0,1
